crop,state,market,first_week,last_week,n_weeks,coverage_category
onion,Madhya Pradesh,Sanwer(F&V) APMC,2025-08-25,2026-07-20,36,Thin (<1yr)
onion,Madhya Pradesh,Sarangpur APMC,2018-05-21,2026-07-20,166,Moderate (2-4.5yr)
onion,Madhya Pradesh,Satna APMC,2018-06-11,2026-06-22,13,Thin (<1yr)
onion,Madhya Pradesh,Satna(F&V) APMC,2017-06-05,2026-07-06,98,Short (1-2yr)
onion,Madhya Pradesh,Sehore APMC,2018-04-16,2026-07-20,365,Good (4.5-7yr)
onion,Madhya Pradesh,Sendhwa APMC,2017-06-12,2025-11-03,130,Moderate (2-4.5yr)
onion,Madhya Pradesh,Sendhwa(F&V) APMC,2024-09-23,2026-07-20,81,Short (1-2yr)
onion,Madhya Pradesh,Seoni APMC,2023-06-12,2023-12-18,28,Thin (<1yr)
onion,Madhya Pradesh,Seoni(F&V) APMC,2026-01-26,2026-07-20,25,Thin (<1yr)
onion,Madhya Pradesh,Shajapur APMC,2023-12-18,2026-07-20,132,Moderate (2-4.5yr)
onion,Madhya Pradesh,Shajapur(F&V) APMC,2017-03-27,2026-07-20,334,Good (4.5-7yr)
onion,Madhya Pradesh,Shamgarh APMC,2023-12-18,2026-07-20,119,Short (1-2yr)
onion,Madhya Pradesh,Shamgarh(F&V) APMC,2017-01-02,2023-12-18,162,Moderate (2-4.5yr)
onion,Madhya Pradesh,Shivpuri APMC,2024-04-15,2026-07-20,73,Short (1-2yr)
onion,Madhya Pradesh,Shivpuri(F&V) APMC,2017-03-13,2021-11-22,115,Short (1-2yr)
onion,Madhya Pradesh,Shujalpur APMC,2017-01-02,2026-07-20,378,Good (4.5-7yr)
onion,Madhya Pradesh,Shujalpur(F&V) APMC,2024-09-23,2025-11-03,56,Thin (<1yr)
onion,Madhya Pradesh,Singroli APMC,2022-02-14,2023-12-18,46,Thin (<1yr)
onion,Madhya Pradesh,Singroli(F&V) APMC,2026-06-29,2026-06-29,1,Thin (<1yr)
onion,Madhya Pradesh,Sirali APMC,2021-03-29,2022-05-02,46,Thin (<1yr)
onion,Madhya Pradesh,Sitamau(F&V) APMC,2024-10-07,2024-12-16,11,Thin (<1yr)
onion,Madhya Pradesh,Sitmau APMC,2018-12-03,2026-07-20,254,Moderate (2-4.5yr)
onion,Madhya Pradesh,Sonkachh(F&V) APMC,2024-09-23,2025-09-22,24,Thin (<1yr)
onion,Madhya Pradesh,Sonkatch APMC,2022-05-30,2026-07-13,90,Short (1-2yr)
onion,Madhya Pradesh,Soyatkalan APMC,2018-12-03,2026-07-20,252,Moderate (2-4.5yr)
onion,Madhya Pradesh,Soyatkalan(F&V) APMC,2024-09-23,2026-03-02,4,Thin (<1yr)
onion,Madhya Pradesh,Syopurkalan(F&V) APMC,2017-01-02,2021-05-24,195,Moderate (2-4.5yr)
onion,Madhya Pradesh,Taal APMC,2017-06-12,2021-02-08,4,Thin (<1yr)
onion,Madhya Pradesh,Thandla APMC,2018-07-02,2023-12-18,227,Moderate (2-4.5yr)
onion,Madhya Pradesh,Thandla(F&V) APMC,2025-08-25,2025-11-03,11,Thin (<1yr)
onion,Madhya Pradesh,Tikamgarh APMC,2018-05-28,2018-05-28,1,Thin (<1yr)
onion,Madhya Pradesh,Timarni APMC,2017-06-12,2023-12-11,288,Good (4.5-7yr)
onion,Madhya Pradesh,Timarni(F&V) APMC,2024-09-23,2026-07-06,66,Short (1-2yr)
onion,Madhya Pradesh,Ujjain APMC,2023-12-18,2026-07-20,135,Moderate (2-4.5yr)
onion,Madhya Pradesh,Ujjain(F&V) APMC,2017-01-02,2025-11-03,306,Good (4.5-7yr)
onion,Madhya Pradesh,Unhel APMC,2017-06-12,2017-06-26,3,Thin (<1yr)
onion,Maharashtra,AGRICULTURE PRODUCE MARKET COMITEE CHANDWAD,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Maharashtra,APMC CHANDRAPUR,2025-01-06,2026-02-23,4,Thin (<1yr)
onion,Maharashtra,APMC Yawal,2024-12-30,2026-05-04,35,Thin (<1yr)
onion,Maharashtra,Ahilyanagar APMC,2017-01-02,2026-07-20,444,Full (7yr+)
onion,Maharashtra,Akluj APMC,2016-12-26,2026-07-20,450,Full (7yr+)
onion,Maharashtra,Akola APMC,2018-05-28,2026-07-20,195,Moderate (2-4.5yr)
onion,Maharashtra,Akole APMC,2016-12-26,2026-07-20,401,Good (4.5-7yr)
onion,Maharashtra,Amalner APMC,2017-12-04,2023-03-27,8,Thin (<1yr)
onion,Maharashtra,Amarawati APMC,2017-04-17,2020-02-10,10,Thin (<1yr)
onion,Maharashtra,Amrawati(Frui & Veg. Market) APMC,2016-12-26,2026-07-20,452,Full (7yr+)
onion,Maharashtra,Ausa APMC,2024-07-29,2025-08-04,4,Thin (<1yr)
onion,Maharashtra,Baramati APMC,2017-01-02,2025-03-10,107,Short (1-2yr)
onion,Maharashtra,Barshi APMC,2018-04-02,2026-06-15,61,Thin (<1yr)
onion,Maharashtra,"Bhagyoday Cotton And Agri Market, Vaijapur, Chattrapati Sambhajinagar",2023-06-26,2024-05-13,9,Thin (<1yr)
onion,Maharashtra,Bhusaval APMC,2020-12-28,2026-07-20,290,Good (4.5-7yr)
onion,Maharashtra,Chalisgaon APMC,2016-12-26,2025-12-29,248,Moderate (2-4.5yr)
onion,Maharashtra,Chandrapur APMC,2017-11-13,2024-04-08,9,Thin (<1yr)
onion,Maharashtra,Chandrapur(Ganjwad) APMC,2017-01-02,2026-07-20,473,Full (7yr+)
onion,Maharashtra,Chandvad APMC,2017-01-02,2024-12-30,401,Good (4.5-7yr)
onion,Maharashtra,Chattrapati Sambhajinagar APMC,2016-12-26,2026-07-20,497,Full (7yr+)
onion,Maharashtra,Chikali APMC,2019-09-09,2019-09-09,1,Thin (<1yr)
onion,Maharashtra,Devala APMC,2017-01-02,2026-07-20,471,Full (7yr+)
onion,Maharashtra,Dharashiv APMC,2017-01-02,2026-07-20,286,Good (4.5-7yr)
onion,Maharashtra,Dhule APMC,2017-01-02,2026-07-20,482,Full (7yr+)
onion,Maharashtra,Dindori APMC,2017-03-13,2026-07-20,196,Moderate (2-4.5yr)
onion,Maharashtra,Dindori(Vani) APMC,2017-01-02,2026-07-20,437,Full (7yr+)
onion,Maharashtra,Dound APMC,2019-02-11,2019-03-25,7,Thin (<1yr)
onion,Maharashtra,Fulmbri APMC,2017-05-29,2025-09-22,15,Thin (<1yr)
onion,Maharashtra,Gangapur APMC,2017-03-27,2026-07-20,258,Moderate (2-4.5yr)
onion,Maharashtra,Gevrai APMC,2026-03-16,2026-07-20,15,Thin (<1yr)
onion,Maharashtra,HINGNA - APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Maharashtra,Hingna APMC,2023-08-21,2024-12-30,50,Thin (<1yr)
onion,Maharashtra,Indapur APMC,2017-01-02,2026-07-20,211,Moderate (2-4.5yr)
onion,Maharashtra,Islampur APMC,2024-04-01,2026-07-20,71,Short (1-2yr)
onion,Maharashtra,Jalana APMC,2024-03-04,2026-07-13,59,Thin (<1yr)
onion,Maharashtra,Jalgaon APMC,2017-01-02,2026-07-20,493,Full (7yr+)
onion,Maharashtra,Jamkhed APMC,2017-01-02,2026-07-20,447,Full (7yr+)
onion,Maharashtra,"Janata Agri Market (DLS Agro Infrastructure Pvt Ltd), Dist Dhule",2023-09-25,2025-01-13,2,Thin (<1yr)
onion,Maharashtra,Junnar APMC,2016-12-26,2026-07-20,431,Good (4.5-7yr)
onion,Maharashtra,Junnar(Alephata) APMC,2016-12-26,2026-07-20,479,Full (7yr+)
onion,Maharashtra,Junnar(Narayangaon) APMC,2022-06-20,2026-07-20,214,Moderate (2-4.5yr)
onion,Maharashtra,Junnar(Otur) APMC,2017-01-09,2026-07-20,399,Good (4.5-7yr)
onion,Maharashtra,Kada APMC,2016-12-26,2026-07-20,176,Moderate (2-4.5yr)
onion,Maharashtra,Kada(Ashti) APMC,2026-06-29,2026-07-20,4,Thin (<1yr)
onion,Maharashtra,Kalvan APMC,2017-01-02,2026-07-20,462,Full (7yr+)
onion,Maharashtra,Kalyan APMC,2023-11-13,2026-07-20,124,Moderate (2-4.5yr)
onion,Maharashtra,Kamthi APMC,2017-01-02,2026-07-20,435,Good (4.5-7yr)
onion,Maharashtra,Karad APMC,2016-12-26,2026-07-20,491,Full (7yr+)
onion,Maharashtra,Karjat APMC,2023-10-16,2026-07-20,110,Short (1-2yr)
onion,Maharashtra,Karjat(Raigad) APMC,2017-01-09,2024-02-19,253,Moderate (2-4.5yr)
onion,Maharashtra,Karjat(Rashin) APMC,2026-05-25,2026-05-25,1,Thin (<1yr)
onion,Maharashtra,Karmala APMC,2019-01-21,2020-03-16,56,Thin (<1yr)
onion,Maharashtra,Khed APMC,2026-06-29,2026-07-20,4,Thin (<1yr)
onion,Maharashtra,Khed(Chakan) APMC,2017-01-02,2026-07-20,436,Full (7yr+)
onion,Maharashtra,Kolhapur APMC,2017-01-02,2026-07-20,494,Full (7yr+)
onion,Maharashtra,Kopargaon APMC,2017-01-02,2026-07-20,466,Full (7yr+)
onion,Maharashtra,Kurdwadi APMC,2017-01-02,2021-03-22,150,Moderate (2-4.5yr)
onion,Maharashtra,Kurdwadi(Modnimb) APMC,2017-01-16,2026-07-20,332,Good (4.5-7yr)
onion,Maharashtra,Lasalgaon APMC,2017-01-02,2026-07-20,482,Full (7yr+)
onion,Maharashtra,Lasalgaon(Niphad) APMC,2017-01-02,2026-07-20,481,Full (7yr+)
onion,Maharashtra,Lasalgaon(Vinchur) APMC,2020-05-11,2026-07-20,315,Good (4.5-7yr)
onion,Maharashtra,Lasur Station APMC,2017-01-02,2026-07-20,448,Full (7yr+)
onion,Maharashtra,"Laxmi-Sopan Agriculture Produce Marketing Co Ltd, Barshi, Dist Solapur",2023-06-26,2026-07-20,114,Short (1-2yr)
onion,Maharashtra,Lonand APMC,2017-01-02,2026-07-20,445,Full (7yr+)
onion,Maharashtra,Malegaon APMC,2017-01-02,2020-01-27,71,Short (1-2yr)
onion,Maharashtra,"Malharshree Khajgi Krushi Utpann Bajar, Chandanpuri Tal Malegaon, Nashik",2023-07-03,2026-07-20,84,Short (1-2yr)
onion,Maharashtra,Malkapur APMC,2017-01-02,2026-07-20,402,Good (4.5-7yr)
onion,Maharashtra,Manchar APMC,2016-12-26,2026-07-20,454,Full (7yr+)
onion,Maharashtra,Mangal Wedha APMC,2017-01-02,2026-07-20,481,Full (7yr+)
onion,Maharashtra,"Mankameshwr Fpc Sanchalit Mankameshwar Khajagi Krushi Utpanna Bajar Ltd, Nifad Nashik",2023-06-05,2025-06-16,38,Thin (<1yr)
onion,Maharashtra,Manmad APMC,2017-01-02,2026-07-20,478,Full (7yr+)
onion,Maharashtra,Morshi APMC,2019-06-24,2022-01-03,117,Short (1-2yr)
onion,Maharashtra,Mulshi APMC,2017-02-13,2017-02-13,1,Thin (<1yr)
onion,Maharashtra,Mumbai APMC,2017-06-19,2022-06-06,4,Thin (<1yr)
onion,Maharashtra,Mumbai-Onion & Potato Market APMC,2017-01-02,2026-07-20,493,Full (7yr+)
onion,Maharashtra,Murbad APMC,2018-06-04,2023-01-30,29,Thin (<1yr)
onion,Maharashtra,Nagpur APMC,2016-12-26,2026-07-20,480,Full (7yr+)
onion,Maharashtra,Nampur APMC,2020-05-11,2026-07-20,280,Good (4.5-7yr)
onion,Maharashtra,Nandgaon APMC,2017-01-02,2026-07-20,420,Good (4.5-7yr)
onion,Maharashtra,Nandura APMC,2017-01-09,2024-08-05,193,Moderate (2-4.5yr)
onion,Maharashtra,Nandurbar APMC,2024-01-29,2024-06-10,19,Thin (<1yr)
onion,Maharashtra,Nasik APMC,2017-01-02,2026-07-20,487,Full (7yr+)
onion,Maharashtra,Navapur APMC,2016-12-26,2026-07-20,152,Moderate (2-4.5yr)
onion,Maharashtra,Newasa APMC,2026-05-11,2026-07-20,11,Thin (<1yr)
onion,Maharashtra,Newasa(Ghodegaon) APMC,2017-01-02,2026-07-20,466,Full (7yr+)
onion,Maharashtra,Nira APMC,2024-02-12,2024-02-12,1,Thin (<1yr)
onion,Maharashtra,"Omchatinya Multi State Agro Purpose Co-Op Society, Dist Ahilyanagar",2023-07-03,2026-07-20,137,Moderate (2-4.5yr)
onion,Maharashtra,Paithan APMC,2018-06-04,2026-07-20,217,Moderate (2-4.5yr)
onion,Maharashtra,Palghar APMC,2017-01-09,2017-07-24,23,Thin (<1yr)
onion,Maharashtra,Palus APMC,2018-03-05,2018-12-03,2,Thin (<1yr)
onion,Maharashtra,Pandharpur APMC,2017-01-02,2026-04-06,368,Good (4.5-7yr)
onion,Maharashtra,Panvel APMC,2018-05-28,2018-12-10,18,Thin (<1yr)
onion,Maharashtra,Paranda APMC,2018-06-04,2026-07-20,107,Short (1-2yr)
onion,Maharashtra,Parner APMC,2016-12-26,2026-07-20,472,Full (7yr+)
onion,Maharashtra,Pathardi APMC,2016-12-26,2026-07-20,433,Good (4.5-7yr)
onion,Maharashtra,Pen APMC,2021-03-22,2024-07-01,117,Short (1-2yr)
onion,Maharashtra,Phaltan APMC,2017-01-02,2026-07-20,305,Good (4.5-7yr)
onion,Maharashtra,Pimpalgaon APMC,2017-01-02,2024-12-30,401,Good (4.5-7yr)
onion,Maharashtra,Pimpalgaon Baswant APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Maharashtra,Pimpalgaon Baswant(Saykheda) APMC,2017-01-02,2026-07-20,477,Full (7yr+)
onion,Maharashtra,"Prasanna Krushi Market, Tal Parnet, Dist Ahilyanagar",2026-06-29,2026-07-20,4,Thin (<1yr)
onion,Maharashtra,"Pratap Nana Mahale Khajgi Krushi Uttpana Bazar, Samati-Dhule",2023-05-01,2023-08-07,15,Thin (<1yr)
onion,Maharashtra,"Premium Krushi Utpanna Bazar, Nashik",2024-07-29,2024-07-29,1,Thin (<1yr)
onion,Maharashtra,Pune APMC,2016-12-26,2026-07-20,493,Full (7yr+)
onion,Maharashtra,Pune(Khadiki) APMC,2018-08-27,2026-07-20,396,Good (4.5-7yr)
onion,Maharashtra,Pune(Manjri) APMC,2020-05-11,2026-07-20,318,Good (4.5-7yr)
onion,Maharashtra,Pune(Moshi) APMC,2020-05-18,2026-07-20,322,Good (4.5-7yr)
onion,Maharashtra,Pune(Pimpri) APMC,2017-01-30,2026-07-20,444,Full (7yr+)
onion,Maharashtra,Rahata APMC,2017-01-02,2026-07-20,476,Full (7yr+)
onion,Maharashtra,Rahuri APMC,2016-12-26,2026-07-20,470,Full (7yr+)
onion,Maharashtra,Rahuri(Vambori) APMC,2017-01-02,2026-07-20,477,Full (7yr+)
onion,Maharashtra,Ramtek APMC,2016-12-26,2026-07-20,456,Full (7yr+)
onion,Maharashtra,Ratnagiri (Nachane) APMC,2018-12-31,2024-12-23,8,Thin (<1yr)
onion,Maharashtra,SHRI.SIDDHESHWAR APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Maharashtra,Sakri APMC,2017-01-02,2026-07-20,294,Good (4.5-7yr)
onion,Maharashtra,Sangamner APMC,2016-12-26,2026-07-20,486,Full (7yr+)
onion,Maharashtra,"Sangli(Phale, Bhajipala Market) APMC",2017-01-02,2026-07-20,444,Full (7yr+)
onion,Maharashtra,Satana APMC,2017-01-02,2026-07-20,452,Full (7yr+)
onion,Maharashtra,Satara APMC,2016-12-26,2026-07-20,491,Full (7yr+)
onion,Maharashtra,Shevgaon APMC,2018-01-01,2026-07-20,361,Good (4.5-7yr)
onion,Maharashtra,Shirpur APMC,2017-01-02,2026-07-20,284,Good (4.5-7yr)
onion,Maharashtra,Shirur APMC,2024-08-12,2025-01-13,19,Thin (<1yr)
onion,Maharashtra,"Shivsiddha Govind Producer Company Ltd Sanchalit Khajgi Krush Utpann Bajar, Samati-Nashik",2023-07-03,2026-07-20,111,Short (1-2yr)
onion,Maharashtra,"Shree Sairaj Krushi Market, Dist Ahilyanagar",2023-07-03,2026-07-20,104,Short (1-2yr)
onion,Maharashtra,"Shri Rameshwar Krushi Market, M.Nagar, Tal Deola, Dist Nashik",2023-07-03,2026-06-29,87,Short (1-2yr)
onion,Maharashtra,Shrigonda APMC,2017-01-02,2026-06-01,179,Moderate (2-4.5yr)
onion,Maharashtra,Shrigonda(Ghogargaon) APMC,2018-12-31,2019-11-18,40,Thin (<1yr)
onion,Maharashtra,Shrirampur APMC,2016-12-26,2026-07-20,425,Good (4.5-7yr)
onion,Maharashtra,Sinner APMC,2017-01-02,2026-07-20,477,Full (7yr+)
onion,Maharashtra,Solapur APMC,2017-01-02,2024-12-30,405,Good (4.5-7yr)
onion,Maharashtra,Suragana APMC,2023-06-12,2023-06-12,1,Thin (<1yr)
onion,Maharashtra,Umrane APMC,2020-05-11,2026-07-20,269,Moderate (2-4.5yr)
onion,Maharashtra,Vadgaonpeth APMC,2021-06-07,2026-07-20,190,Moderate (2-4.5yr)
onion,Maharashtra,Vaduj APMC,2025-06-30,2026-07-20,52,Thin (<1yr)
onion,Maharashtra,Vai APMC,2017-01-02,2026-07-20,478,Full (7yr+)
onion,Maharashtra,Vaijpur APMC,2017-01-16,2026-07-20,469,Full (7yr+)
onion,Maharashtra,Varora APMC,2023-03-27,2023-03-27,1,Thin (<1yr)
onion,Maharashtra,Vita APMC,2017-01-02,2026-07-20,225,Moderate (2-4.5yr)
onion,Maharashtra,Wardha APMC,2023-05-29,2023-08-07,10,Thin (<1yr)
onion,Maharashtra,Washi (Dharashiv) APMC,2020-05-04,2020-05-04,1,Thin (<1yr)
onion,Maharashtra,Yawal APMC,2017-01-02,2024-12-30,230,Moderate (2-4.5yr)
onion,Maharashtra,Yeola APMC,2017-01-02,2026-07-20,480,Full (7yr+)
onion,Manipur,Bishenpur APMC,2017-01-02,2026-07-20,345,Good (4.5-7yr)
onion,Manipur,Imphal APMC,2017-01-02,2026-07-20,344,Good (4.5-7yr)
onion,Manipur,Kakching Market APMC,2024-07-15,2026-07-20,78,Short (1-2yr)
onion,Manipur,Lamlong Bazaar APMC,2017-01-02,2026-07-20,354,Good (4.5-7yr)
onion,Manipur,Thoubal APMC,2017-01-02,2026-07-20,349,Good (4.5-7yr)
onion,Meghalaya,Ampati APMC,2017-05-01,2017-05-08,2,Thin (<1yr)
onion,Meghalaya,Baghmara APMC,2024-11-11,2025-01-27,7,Thin (<1yr)
onion,Meghalaya,Dadengiri APMC,2017-04-24,2025-08-25,69,Short (1-2yr)
onion,Meghalaya,Garobadha APMC,2017-01-02,2018-10-29,82,Short (1-2yr)
onion,Meghalaya,Jowai APMC,2024-12-09,2026-07-20,13,Thin (<1yr)
onion,Meghalaya,Nongpoh (R-Bhoi) APMC,2025-01-13,2026-07-13,6,Thin (<1yr)
onion,Meghalaya,Nongstoin APMC,2023-11-20,2024-05-06,17,Thin (<1yr)
onion,Meghalaya,Rongram APMC,2018-07-30,2024-03-18,62,Short (1-2yr)
onion,Meghalaya,Tura APMC,2018-07-23,2026-07-20,79,Short (1-2yr)
onion,Meghalaya,Williamnagar APMC,2024-03-18,2024-08-05,13,Thin (<1yr)
onion,Mizoram,New Market Aizawl APMC,2017-01-02,2019-11-18,84,Short (1-2yr)
onion,Mizoram,Super Market Lungli-Bara Bazar APMC,2017-05-01,2019-11-25,62,Short (1-2yr)
onion,NCT of Delhi,APMC Azadpur,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,NCT of Delhi,APMC Keshopur,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,NCT of Delhi,APMC Shahdara,2025-01-13,2025-10-27,42,Thin (<1yr)
onion,NCT of Delhi,Azadpur APMC,2017-01-02,2024-12-30,352,Good (4.5-7yr)
onion,NCT of Delhi,"Fruit&Vegetable Market,Gazipur APMC",2025-11-10,2026-07-20,37,Thin (<1yr)
onion,NCT of Delhi,Keshopur APMC,2016-12-26,2024-12-30,307,Good (4.5-7yr)
onion,NCT of Delhi,Shahdara APMC,2016-12-26,2024-12-30,400,Good (4.5-7yr)
onion,Nagaland,Jalukie APMC,2018-08-27,2025-10-27,75,Short (1-2yr)
onion,Nagaland,Mangkolemba APMC,2023-05-01,2025-09-01,82,Short (1-2yr)
onion,Nagaland,Mokokchung Town APMC,2018-05-21,2025-06-02,174,Moderate (2-4.5yr)
onion,Nagaland,Nuiland APMC,2023-07-10,2023-09-18,11,Thin (<1yr)
onion,Nagaland,Tenning APMC,2022-04-11,2024-08-19,29,Thin (<1yr)
onion,Nagaland,Wokha Town APMC,2026-01-26,2026-04-13,2,Thin (<1yr)
onion,Odisha,Aiginia Mandi APMC,2017-01-02,2024-08-12,83,Short (1-2yr)
onion,Odisha,Angaura APMC,2018-01-01,2026-07-13,85,Short (1-2yr)
onion,Odisha,Angul APMC,2017-01-09,2026-07-20,272,Moderate (2-4.5yr)
onion,Odisha,Angul(Atthamallick) APMC,2017-03-06,2026-07-20,112,Short (1-2yr)
onion,Odisha,Angul(Jarapada) APMC,2017-01-02,2024-04-29,259,Moderate (2-4.5yr)
onion,Odisha,Attabira APMC,2017-01-02,2025-11-03,344,Good (4.5-7yr)
onion,Odisha,Bahadajholla APMC,2016-12-26,2019-08-12,132,Moderate (2-4.5yr)
onion,Odisha,Balugaon APMC,2017-01-02,2026-07-20,469,Full (7yr+)
onion,Odisha,Bampada APMC,2017-01-30,2021-11-29,193,Moderate (2-4.5yr)
onion,Odisha,Banki APMC,2025-06-30,2025-08-11,7,Thin (<1yr)
onion,Odisha,Bargarh APMC,2016-12-26,2026-07-20,496,Full (7yr+)
onion,Odisha,Bargarh(Barapalli) APMC,2017-05-15,2026-07-20,402,Good (4.5-7yr)
onion,Odisha,Barikpur APMC,2017-01-30,2023-01-16,196,Moderate (2-4.5yr)
onion,Odisha,Baripada APMC,2017-10-30,2021-06-28,143,Moderate (2-4.5yr)
onion,Odisha,Betnoti APMC,2017-01-02,2021-11-08,222,Moderate (2-4.5yr)
onion,Odisha,Bhadrak APMC,2016-12-26,2024-06-24,199,Moderate (2-4.5yr)
onion,Odisha,Bhanjanagar APMC,2016-12-26,2026-02-02,313,Good (4.5-7yr)
onion,Odisha,Bhawanipatna APMC,2017-01-02,2026-05-18,358,Good (4.5-7yr)
onion,Odisha,Birmaharajpur APMC,2017-01-30,2026-07-20,408,Good (4.5-7yr)
onion,Odisha,Bolangir APMC,2017-01-02,2026-07-06,389,Good (4.5-7yr)
onion,Odisha,Bonai APMC,2017-01-02,2026-01-05,358,Good (4.5-7yr)
onion,Odisha,Boudh APMC,2017-01-02,2026-07-20,378,Good (4.5-7yr)
onion,Odisha,Champua APMC,2016-12-26,2023-07-17,77,Short (1-2yr)
onion,Odisha,Chandabali APMC,2017-01-02,2026-07-20,323,Good (4.5-7yr)
onion,Odisha,Chatta Krushak Bazar APMC,2016-12-26,2025-10-06,226,Moderate (2-4.5yr)
onion,Odisha,Chuliaposi APMC,2019-01-07,2025-03-10,313,Good (4.5-7yr)
onion,Odisha,Damana Hat APMC,2017-01-02,2024-11-25,97,Short (1-2yr)
onion,Odisha,Deogarh APMC,2016-12-26,2018-12-10,49,Thin (<1yr)
onion,Odisha,Dhenkanal APMC,2016-12-26,2026-04-20,293,Good (4.5-7yr)
onion,Odisha,Digapahandi APMC,2017-01-02,2023-10-02,172,Moderate (2-4.5yr)
onion,Odisha,Dungurapalli APMC,2017-07-03,2026-07-20,254,Moderate (2-4.5yr)
onion,Odisha,Godbhaga APMC,2017-01-02,2025-10-27,363,Good (4.5-7yr)
onion,Odisha,Gopa APMC,2016-12-26,2025-10-13,244,Moderate (2-4.5yr)
onion,Odisha,Gosala APMC,2017-04-03,2018-06-18,5,Thin (<1yr)
onion,Odisha,Gunpur APMC,2017-07-31,2022-03-07,10,Thin (<1yr)
onion,Odisha,Hindol APMC,2018-09-17,2026-07-20,405,Good (4.5-7yr)
onion,Odisha,Hinjilicut APMC,2017-01-02,2026-03-09,431,Good (4.5-7yr)
onion,Odisha,Jajpur APMC,2017-01-02,2026-06-22,294,Good (4.5-7yr)
onion,Odisha,Jaleswar APMC,2017-07-17,2026-04-20,414,Good (4.5-7yr)
onion,Odisha,Jatni APMC,2017-01-02,2024-11-18,93,Short (1-2yr)
onion,Odisha,Jeypore APMC,2016-12-26,2018-11-26,27,Thin (<1yr)
onion,Odisha,Jeypore(Kotpad) APMC,2016-12-26,2026-05-04,29,Thin (<1yr)
onion,Odisha,Jharsuguda APMC,2017-09-11,2026-07-20,440,Full (7yr+)
onion,Odisha,Jhumpura APMC,2016-12-26,2020-03-02,139,Moderate (2-4.5yr)
onion,Odisha,Junagarh APMC,2017-01-09,2026-07-06,82,Short (1-2yr)
onion,Odisha,Kalahandi(Dharamagarh) APMC,2017-01-02,2026-07-13,82,Short (1-2yr)
onion,Odisha,Kamakhyanagar APMC,2017-01-02,2026-07-20,483,Full (7yr+)
onion,Odisha,Kandhamal APMC,2017-07-24,2018-06-11,4,Thin (<1yr)
onion,Odisha,Kantabaji APMC,2017-03-13,2026-06-29,74,Short (1-2yr)
onion,Odisha,Kasinagar APMC,2017-01-02,2018-08-06,43,Thin (<1yr)
onion,Odisha,Kendrapara APMC,2016-12-26,2025-09-29,239,Moderate (2-4.5yr)
onion,Odisha,Kendrapara(Marshaghai) APMC,2016-12-26,2026-07-06,245,Moderate (2-4.5yr)
onion,Odisha,Kendupatna APMC,2016-12-26,2021-04-26,186,Moderate (2-4.5yr)
onion,Odisha,Kendupatna(Niali) APMC,2017-02-13,2021-04-26,175,Moderate (2-4.5yr)
onion,Odisha,Keonjhar APMC,2017-12-11,2026-03-23,379,Good (4.5-7yr)
onion,Odisha,Keonjhar(Dhekikote) APMC,2018-01-08,2026-04-27,342,Good (4.5-7yr)
onion,Odisha,Keonjhar(Jhumpura) APMC,2016-12-26,2023-07-17,74,Short (1-2yr)
onion,Odisha,Kesinga APMC,2017-01-02,2026-06-29,433,Good (4.5-7yr)
onion,Odisha,Khariar APMC,2016-12-26,2026-07-20,467,Full (7yr+)
onion,Odisha,Khariar Road APMC,2016-12-26,2026-07-20,490,Full (7yr+)
onion,Odisha,Khunthabandha APMC,2017-01-02,2026-07-20,339,Good (4.5-7yr)
onion,Odisha,Kuchinda APMC,2018-09-10,2026-06-29,261,Moderate (2-4.5yr)
onion,Odisha,Malkanagiri APMC,2017-01-02,2020-06-29,22,Thin (<1yr)
onion,Odisha,Malkangiri(Korakunda) APMC,2017-09-04,2020-07-13,18,Thin (<1yr)
onion,Odisha,Mottagaon APMC,2016-12-26,2024-03-11,291,Good (4.5-7yr)
onion,Odisha,Mukhiguda APMC,2017-01-30,2018-12-10,75,Short (1-2yr)
onion,Odisha,Nabarangpur(Umerkote) APMC,2017-08-28,2017-09-04,2,Thin (<1yr)
onion,Odisha,Nawarangpur APMC,2017-01-02,2018-09-24,37,Thin (<1yr)
onion,Odisha,Nilagiri APMC,2016-12-26,2024-05-27,365,Good (4.5-7yr)
onion,Odisha,Nimapara APMC,2021-08-30,2026-07-20,27,Thin (<1yr)
onion,Odisha,Padampur APMC,2017-02-20,2018-02-19,11,Thin (<1yr)
onion,Odisha,Pallahara APMC,2018-10-29,2019-09-16,22,Thin (<1yr)
onion,Odisha,Pandkital APMC,2017-07-31,2026-07-20,196,Moderate (2-4.5yr)
onion,Odisha,Panposh APMC,2017-12-25,2019-09-23,7,Thin (<1yr)
onion,Odisha,Parlakhemundi APMC,2017-01-02,2022-06-20,30,Thin (<1yr)
onion,Odisha,Pattamundai APMC,2016-12-26,2026-07-06,236,Moderate (2-4.5yr)
onion,Odisha,Rairakhol APMC,2017-01-09,2026-07-20,95,Short (1-2yr)
onion,Odisha,Rayagada APMC,2020-06-22,2026-07-20,176,Moderate (2-4.5yr)
onion,Odisha,Rayagada(Muniguda) APMC,2017-07-17,2022-03-07,12,Thin (<1yr)
