crop,state,market,first_week,last_week,n_weeks,coverage_category
onion,Odisha,Saharpada APMC,2018-01-29,2026-05-11,328,Good (4.5-7yr)
onion,Odisha,Sahaspur APMC,2018-05-21,2018-05-21,1,Thin (<1yr)
onion,Odisha,Sahidngar APMC,2016-12-26,2022-03-28,134,Moderate (2-4.5yr)
onion,Odisha,Sarankul APMC,2016-12-26,2019-09-09,128,Moderate (2-4.5yr)
onion,Odisha,Saraskana APMC,2018-01-08,2020-06-15,113,Short (1-2yr)
onion,Odisha,Sargipali APMC,2016-12-26,2026-07-20,486,Full (7yr+)
onion,Odisha,Sohela APMC,2017-02-20,2017-12-11,5,Thin (<1yr)
onion,Odisha,Talcher APMC,2018-01-01,2026-07-20,103,Short (1-2yr)
onion,Odisha,Tileibani APMC,2017-01-09,2018-09-24,39,Thin (<1yr)
onion,Odisha,Tusura APMC,2017-01-02,2026-07-06,380,Good (4.5-7yr)
onion,Odisha,Udala APMC,2016-12-26,2026-07-20,491,Full (7yr+)
onion,Punjab,Abohar APMC,2025-01-06,2026-06-22,21,Thin (<1yr)
onion,Punjab,Adampur APMC,2025-11-17,2026-07-20,35,Thin (<1yr)
onion,Punjab,Ahmedgarh APMC,2025-01-20,2026-07-20,35,Thin (<1yr)
onion,Punjab,Ajnala APMC,2025-01-13,2026-06-01,6,Thin (<1yr)
onion,Punjab,Amritsar(Amritsar Mewa Mandi) APMC,2025-01-06,2026-05-11,40,Thin (<1yr)
onion,Punjab,Baghapurana APMC,2025-01-06,2026-07-20,67,Short (1-2yr)
onion,Punjab,Balachaur APMC,2025-11-03,2025-11-10,2,Thin (<1yr)
onion,Punjab,Banga APMC,2025-09-08,2025-12-08,9,Thin (<1yr)
onion,Punjab,Banur (Kheragaju) APMC,2025-10-27,2025-10-27,1,Thin (<1yr)
onion,Punjab,Banur APMC,2024-12-30,2026-07-13,78,Short (1-2yr)
onion,Punjab,Bariwala APMC,2024-12-30,2026-06-15,50,Thin (<1yr)
onion,Punjab,Barnala APMC,2024-12-30,2025-06-23,20,Thin (<1yr)
onion,Punjab,Bassi Pathana APMC,2025-01-06,2026-07-20,81,Short (1-2yr)
onion,Punjab,Batala APMC,2024-12-30,2026-07-06,52,Thin (<1yr)
onion,Punjab,Bathinda APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Bhagta Bhai Ka APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,Bhawanigarh APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Bhucho APMC,2024-12-30,2026-07-20,29,Thin (<1yr)
onion,Punjab,Bilga APMC,2024-12-30,2026-07-06,57,Thin (<1yr)
onion,Punjab,Budalada APMC,2024-12-30,2026-07-13,70,Short (1-2yr)
onion,Punjab,Chamkaur Sahib APMC,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Punjab,Dasuya APMC,2024-12-30,2026-01-05,22,Thin (<1yr)
onion,Punjab,Dera Baba Nanak APMC,2026-07-13,2026-07-13,1,Thin (<1yr)
onion,Punjab,Dera Bassi APMC,2024-12-30,2026-06-15,77,Short (1-2yr)
onion,Punjab,Dharamkot APMC,2024-12-30,2026-07-20,34,Thin (<1yr)
onion,Punjab,Dhariwal APMC,2024-12-30,2025-11-03,12,Thin (<1yr)
onion,Punjab,Dhuri APMC,2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Punjab,Dinanagar APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,Doraha APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,Dudhansadhan APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,F.G.Churian APMC,2024-12-30,2026-07-20,69,Short (1-2yr)
onion,Punjab,Faridkot APMC,2024-12-30,2025-11-03,33,Thin (<1yr)
onion,Punjab,Fazilka APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,Ferozepur Cantt. APMC,2025-01-13,2026-07-20,54,Thin (<1yr)
onion,Punjab,Firozepur City APMC,2024-12-30,2026-06-08,52,Thin (<1yr)
onion,Punjab,Garh Shankar APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Garh Shankar(Mahalpur) APMC,2025-01-06,2026-07-20,81,Short (1-2yr)
onion,Punjab,GarhShankar (Kotfatuhi) APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,Gehri APMC,2026-01-05,2026-05-11,5,Thin (<1yr)
onion,Punjab,Ghanaur APMC,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Punjab,Giddarbaha APMC,2025-01-06,2026-06-22,72,Short (1-2yr)
onion,Punjab,Gurdaspur APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Punjab,Guru Har Sahai APMC,2025-03-24,2025-11-03,27,Thin (<1yr)
onion,Punjab,Hoshiarpur APMC,2024-12-30,2025-10-20,29,Thin (<1yr)
onion,Punjab,Jagraon APMC,2024-12-30,2026-07-20,48,Thin (<1yr)
onion,Punjab,Jalalabad APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Jalandhar City(Jalandhar) APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Kapurthala APMC,2025-11-10,2026-01-12,7,Thin (<1yr)
onion,Punjab,Khamano APMC,2025-01-06,2026-07-20,77,Short (1-2yr)
onion,Punjab,Khanna APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Kharar APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Kotkapura APMC,2025-05-19,2026-01-26,7,Thin (<1yr)
onion,Punjab,Kurali APMC,2025-01-06,2026-07-20,65,Short (1-2yr)
onion,Punjab,Lalru APMC,2024-12-30,2026-07-20,75,Short (1-2yr)
onion,Punjab,Lehra Gaga APMC,2025-01-06,2026-07-20,69,Short (1-2yr)
onion,Punjab,Ludhiana APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Machhiwara APMC,2025-03-17,2026-07-20,15,Thin (<1yr)
onion,Punjab,Malerkotla APMC,2025-01-06,2025-06-16,24,Thin (<1yr)
onion,Punjab,Malout APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Mamdot APMC,2024-12-30,2026-05-04,57,Thin (<1yr)
onion,Punjab,Mansa APMC,2025-01-06,2026-07-20,77,Short (1-2yr)
onion,Punjab,Maur APMC,2025-01-06,2026-07-20,35,Thin (<1yr)
onion,Punjab,Moga APMC,2024-12-30,2026-06-08,49,Thin (<1yr)
onion,Punjab,Morinda APMC,2025-01-06,2026-07-06,42,Thin (<1yr)
onion,Punjab,Mukerian APMC,2025-01-06,2026-07-20,74,Short (1-2yr)
onion,Punjab,Mukerian(Talwara) APMC,2024-12-30,2026-07-20,55,Thin (<1yr)
onion,Punjab,Muktsar APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Nabha APMC,2024-12-30,2026-07-20,78,Short (1-2yr)
onion,Punjab,Nawan Shahar(Subzi Mandi) APMC,2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Punjab,Nihal Singh Wala APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Noor Mehal APMC,2026-07-13,2026-07-13,1,Thin (<1yr)
onion,Punjab,Pathankot APMC,2024-12-30,2026-07-20,64,Short (1-2yr)
onion,Punjab,Patiala APMC,2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Punjab,Patran APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Patti APMC,2024-12-30,2026-07-20,70,Short (1-2yr)
onion,Punjab,Phagwara APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Phillaur APMC,2025-03-31,2026-07-06,13,Thin (<1yr)
onion,Punjab,Phillaur(Apra Mandi) APMC,2024-12-30,2026-07-20,69,Short (1-2yr)
onion,Punjab,Quadian APMC,2025-09-22,2026-07-20,33,Thin (<1yr)
onion,Punjab,Raikot APMC,2026-06-08,2026-07-20,7,Thin (<1yr)
onion,Punjab,Rajpura APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Raman APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Rampuraphul(Nabha Mandi) APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Rayya APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Ropar APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Sahnewal APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Samana APMC,2025-01-06,2026-07-20,57,Thin (<1yr)
onion,Punjab,Samrala APMC,2024-12-30,2026-07-20,52,Thin (<1yr)
onion,Punjab,Sangrur APMC,2024-12-30,2026-07-20,26,Thin (<1yr)
onion,Punjab,Shahkot APMC,2025-12-22,2025-12-22,1,Thin (<1yr)
onion,Punjab,Sirhind APMC,2024-12-30,2026-07-20,59,Thin (<1yr)
onion,Punjab,Sri Har Gobindpur APMC,2026-07-20,2026-07-20,1,Thin (<1yr)
onion,Punjab,Sri Har Gobindpur(Harechowal) APMC,2026-07-20,2026-07-20,1,Thin (<1yr)
onion,Punjab,Sunam APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Punjab,Talwandi Sabo APMC,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Punjab,Tanda Urmur APMC,2024-12-30,2026-07-20,65,Short (1-2yr)
onion,Punjab,Tarantaran APMC,2024-12-30,2026-07-20,79,Short (1-2yr)
onion,Punjab,Zira APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Abu Road APMC,2024-12-30,2026-07-20,43,Thin (<1yr)
onion,Rajasthan,Ajmer(F&V) APMC,2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Rajasthan,Alwar APMC,2025-11-10,2026-07-20,36,Thin (<1yr)
onion,Rajasthan,Alwar FV,2024-12-30,2025-11-03,44,Thin (<1yr)
onion,Rajasthan,Balotra APMC,2024-12-30,2026-02-09,34,Thin (<1yr)
onion,Rajasthan,Baran APMC,2024-12-30,2026-07-20,56,Thin (<1yr)
onion,Rajasthan,Bassi APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Bayana APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Rajasthan,Bhadara APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Bhilwara APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Bijaynagar APMC,2025-02-24,2026-06-15,12,Thin (<1yr)
onion,Rajasthan,Bikaner (F&V) APMC,2024-12-30,2026-07-20,79,Short (1-2yr)
onion,Rajasthan,Chittorgarh APMC,2025-08-18,2026-06-22,7,Thin (<1yr)
onion,Rajasthan,Chomu FV APMC,2024-12-30,2026-07-20,79,Short (1-2yr)
onion,Rajasthan,Churu APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Dablirathan APMC,2025-04-07,2026-07-20,68,Short (1-2yr)
onion,Rajasthan,Dungarpur APMC,2025-01-06,2025-11-10,40,Thin (<1yr)
onion,Rajasthan,Goluwala APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Hanumangarh Town APMC,2025-02-10,2025-10-27,37,Thin (<1yr)
onion,Rajasthan,HanumangarhTown APMC,2024-12-30,2026-07-20,50,Thin (<1yr)
onion,Rajasthan,Jaipur (F&V) APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Jaisalmer APMC,2025-02-03,2026-07-20,62,Short (1-2yr)
onion,Rajasthan,Jalore APMC,2024-12-30,2026-07-06,45,Thin (<1yr)
onion,Rajasthan,Jhunjhunu APMC,2025-11-10,2026-07-20,36,Thin (<1yr)
onion,Rajasthan,Jodhpur (F&V) APMC,2024-12-30,2026-07-20,75,Short (1-2yr)
onion,Rajasthan,Khairthal APMC,2025-01-06,2025-01-13,2,Thin (<1yr)
onion,Rajasthan,Kota (F&V) APMC,2024-12-30,2026-07-20,64,Short (1-2yr)
onion,Rajasthan,Kotputli APMC,2024-12-30,2026-06-15,36,Thin (<1yr)
onion,Rajasthan,Madanganj Kishangarh APMC,2024-12-30,2025-11-03,45,Thin (<1yr)
onion,Rajasthan,Nawalgarh APMC,2025-01-20,2026-07-20,71,Short (1-2yr)
onion,Rajasthan,Nohar APMC,2025-03-17,2025-04-14,2,Thin (<1yr)
onion,Rajasthan,Pali APMC,2025-12-22,2026-07-13,18,Thin (<1yr)
onion,Rajasthan,Pratapgarh APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Rajasthan,Rajsamand APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Rawatsar APMC,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Rajasthan,Sanchore APMC,2025-01-27,2026-06-29,53,Thin (<1yr)
onion,Rajasthan,Sangriya APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Sikar APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Sriganganagar (F&V) APMC,2024-12-30,2026-07-20,70,Short (1-2yr)
onion,Rajasthan,Sujangarh APMC,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Rajasthan,Suratgarh APMC,2024-12-30,2025-11-03,45,Thin (<1yr)
onion,Rajasthan,Udaipur (F&V) APMC,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Tamil Nadu,AJattihalli(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Alangudi(Uzhavar Sandhai ),2025-02-17,2026-07-20,73,Short (1-2yr)
onion,Tamil Nadu,Ambasamudram(Uzhavar Sandhai ),2024-12-30,2026-03-30,8,Thin (<1yr)
onion,Tamil Nadu,Ambattur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Ammapet(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Anaiyur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Andipatti(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Anna nagar(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Arani(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Aranthangi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Arcot(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Ariyalur(Uzhavar Sandhai),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Aruppukottai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Athur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Attayampatti(Uzhavar Sandhai ),2024-12-30,2026-07-06,80,Short (1-2yr)
onion,Tamil Nadu,Avallapalli(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Bodinayakanur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Chengalpet(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Chengam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Cheyyar(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Chidambaram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Chinnalapatti(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Chinnamanur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Chokkikulam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Coonoor(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Cuddalore(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Denkanikottai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Devakottai (Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Devaram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Dharapuram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Dharmapuri(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Dindigul(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Edapadi (Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Elampillai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Gandarvakottai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Gandhigramam(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
onion,Tamil Nadu,Gingee(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Gobichettipalayam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Gudalur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Gudiyatham(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Guduvancheri(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Harur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Hasthampatti(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Hosur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Jalagandapuram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Jameenrayapettai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Jeyankondam (Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,KKNagar(Uzhavar Sandhai ),2026-02-02,2026-07-20,25,Thin (<1yr)
onion,Tamil Nadu,Kahithapattarai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kallakurichi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kambam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kamuthi(Uzhavar Sandhai ),2025-06-30,2025-07-28,5,Thin (<1yr)
onion,Tamil Nadu,Kancheepuram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kandiyaperi(Uzhavar Sandhai ),2024-12-30,2025-02-03,6,Thin (<1yr)
onion,Tamil Nadu,Kangayam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Karaikudi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Karambakkudi(Uzhavar Sandhai ),2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Tamil Nadu,Karimangalam(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
onion,Tamil Nadu,Kariyapatti(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Karur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Katpadi (Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kaveripattinam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Keelpennathur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kodaikkanal(Uzhavar Sandhai),2025-09-08,2025-09-15,2,Thin (<1yr)
onion,Tamil Nadu,Kovilpatti(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Krishnagiri(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kulithalai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kumarapalayam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kumbakonam (Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kundrathur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Kurichi(Uzhavar Sandhai ),2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Tamil Nadu,Lalgudi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Madhuranthagam(Uzhavar Sandhai ),2024-12-30,2026-07-20,69,Short (1-2yr)
onion,Tamil Nadu,Manachanallur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Manapparai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mannargudi I(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mannargudi II(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mayiladuthurai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mecheri(Uzhavar Sandhai),2026-02-09,2026-07-06,22,Thin (<1yr)
onion,Tamil Nadu,Medavakkam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Melapalayam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Melur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mettupalayam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mettur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Mohanur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Musiri(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Muthupettai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Myladi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,NGO Colony(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Nagapattinam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Namakkal(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Nanganallur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Naravarikuppam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Natrampalli(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Needamangalam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Padappai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Palacode(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Palanganatham(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Palani(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Palayamkottai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Palladam(Uzhavar Sandhai ),2024-12-30,2025-09-08,37,Thin (<1yr)
onion,Tamil Nadu,Pallavaram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Pallikonda(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
onion,Tamil Nadu,Panruti(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Papanasam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Paramakudi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Paramathivelur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Paruthipattu(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Pattukottai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Pennagaram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Perambakkam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Perambalur(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Perampet(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
onion,Tamil Nadu,Peravurani(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
onion,Tamil Nadu,Periyakulam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Perundurai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Pollachi(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Polur(Uzhavar Sandhai ),2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Tamil Nadu,Ponnamaravathi(Uzhavar Sandhai),2026-02-09,2026-07-20,24,Thin (<1yr)
onion,Tamil Nadu,Pudukottai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,RSPuram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Rajapalayam(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Ramanathapuram(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Tamil Nadu,Ranipettai(Uzhavar Sandhai ),2024-12-30,2026-07-20,82,Short (1-2yr)
