state,district,week_start,cdi,drought_category,fetch_status
Madhya Pradesh,Ujjain,2022-10-26,1.2533,Normal,ok
Rajasthan,Pratapgarh,2022-10-26,1.6401,Normal,ok
West Bengal,Malda,2022-10-26,-2.3694,Exceptional (D4),ok
West Bengal,Uttar Dinajpur,2022-10-26,-0.84391,Moderate (D1),ok
Bihar,Khagaria,2022-10-26,-1.2947,Moderate (D1),ok
Gujarat,Kachchh,2022-10-26,0.90414,Normal,ok
Kerala,Kozhikode(Calicut),2022-10-26,0.17473,Normal,ok
Madhya Pradesh,Mandsaur,2022-10-26,1.6965,Normal,ok
Maharashtra,Buldhana,2022-10-26,0.14843,Normal,ok
Punjab,Pathankot,2022-10-26,0.73324,Normal,ok
Rajasthan,Jaisalmer,2022-10-26,0.97406,Normal,ok
Karnataka,Chikmagalur,2022-10-26,1.8504,Normal,ok
Karnataka,Kalburgi,2022-10-26,0.70466,Normal,ok
Karnataka,Shimoga,2022-10-26,0.94723,Normal,ok
Goa,North Goa,2022-10-26,-0.18486,Normal,ok
West Bengal,Murshidabad,2022-10-26,-1.5206,Severe (D2),ok
Kerala,Idukki,2022-10-26,0.68875,Normal,ok
Madhya Pradesh,Shajapur,2022-10-26,2.4039,Normal,ok
Manipur,Thoubal,2022-10-26,-0.91024,Moderate (D1),ok
Telangana,Medchal Malkajgiri,2022-10-26,0.81917,Normal,ok
Maharashtra,Beed,2022-10-26,0.35042,Normal,ok
Bihar,Madhubani,2022-10-26,-0.77441,Abnormal (D0),ok
Rajasthan,Bikaner,2022-10-26,0.57371,Normal,ok
Kerala,Alappuzha,2022-10-26,-0.3339,Normal,ok
Kerala,Kasargod,2022-10-26,-0.11218,Normal,ok
Kerala,Thiruvananthapuram,2022-10-26,-0.49885,Normal,ok
Kerala,Kollam,2022-10-26,0.23705,Normal,ok
Madhya Pradesh,Rajgarh,2022-10-26,2.7769,Normal,ok
Tripura,Dhalai,2022-10-26,-0.24146,Normal,ok
Jammu and Kashmir,Anantnag,2022-10-26,0.018653,Normal,ok
Bihar,Samastipur,2022-10-26,-0.16203,Normal,ok
Bihar,Sheohar,2022-10-26,-1.0886,Moderate (D1),ok
Manipur,Kakching,2022-10-26,-0.98517,Moderate (D1),ok
Madhya Pradesh,Chhatarpur,2022-10-26,1.2735,Normal,ok
Andhra Pradesh,YSR Kadapa,2022-10-26,0.40191,Normal,ok
Assam,Hailakandi,2022-10-26,-0.42433,Normal,ok
West Bengal,Kalimpong,2022-10-26,1.6208,Normal,ok
West Bengal,Jhargram,2022-10-26,-0.14613,Normal,ok
Telangana,Hyderabad,2022-11-02,0.99725,Normal,ok
Telangana,Mahbubnagar,2022-11-02,1.1519,Normal,ok
Telangana,Warangal,2022-11-02,0.57821,Normal,ok
Chandigarh,Chandigarh,2022-11-02,1.0664,Normal,ok
Gujarat,Bharuch,2022-11-02,0.33222,Normal,ok
Gujarat,Kheda,2022-11-02,-0.033135,Normal,ok
Gujarat,Morbi,2022-11-02,0.14049,Normal,ok
Gujarat,Surat,2022-11-02,1.1278,Normal,ok
Gujarat,Ahmedabad,2022-11-02,0.54136,Normal,ok
Himachal Pradesh,Kangra,2022-11-02,0.007697,Normal,ok
Himachal Pradesh,Kullu,2022-11-02,0.89718,Normal,ok
Himachal Pradesh,Solan,2022-11-02,1.0745,Normal,ok
Haryana,Fatehabad,2022-11-02,1.0773,Normal,ok
Haryana,Jind,2022-11-02,1.6654,Normal,ok
Haryana,Kurukshetra,2022-11-02,1.0373,Normal,ok
Haryana,Sirsa,2022-11-02,0.25412,Normal,ok
Jammu and Kashmir,Srinagar,2022-11-02,-0.60629,Abnormal (D0),ok
Jammu and Kashmir,Udhampur,2022-11-02,0.49579,Normal,ok
Karnataka,Bengaluru,2022-11-02,2.9193,Normal,ok
Karnataka,Davangere,2022-11-02,3.1352,Normal,ok
Karnataka,Kolar,2022-11-02,1.2616,Normal,ok
Karnataka,Mysuru,2022-11-02,3.8854,Normal,ok
Keralam,Ernakulam,2022-11-02,-0.40763,Normal,ok
Keralam,Kannur,2022-11-02,0.8171,Normal,ok
Keralam,Kollam,2022-11-02,-0.030975,Normal,ok
Keralam,Kottayam,2022-11-02,0.63372,Normal,ok
Keralam,Malappuram,2022-11-02,0.031502,Normal,ok
Keralam,Palakad,2022-11-02,0.0038263,Normal,ok
Maharashtra,Ahilyanagar,2022-11-02,1.0922,Normal,ok
Maharashtra,Jalgaon,2022-11-02,0.44709,Normal,ok
Maharashtra,Kolhapur,2022-11-02,2.2033,Normal,ok
Maharashtra,Mumbai,2022-11-02,1.5302,Normal,ok
Maharashtra,Nagpur,2022-11-02,2.2693,Normal,ok
Maharashtra,Nashik,2022-11-02,1.7762,Normal,ok
Maharashtra,Pune,2022-11-02,1.0799,Normal,ok
Maharashtra,Solapur,2022-11-02,0.68353,Normal,ok
Madhya Pradesh,Bhopal,2022-11-02,2.2406,Normal,ok
Madhya Pradesh,Indore,2022-11-02,2.2371,Normal,ok
Chattisgarh,Rajnandgaon,2022-11-02,1.3437,Normal,ok
Odisha,Bargarh,2022-11-02,0.40003,Normal,ok
Odisha,Bhadrak,2022-11-02,0.23776,Normal,ok
Odisha,Bolangir,2022-11-02,-0.48186,Normal,ok
Odisha,Kendrapara,2022-11-02,-0.12778,Normal,ok
Odisha,Kalahandi,2022-11-02,1.2714,Normal,ok
Odisha,Rayagada,2022-11-02,1.4489,Normal,ok
Punjab,Fazilka,2022-11-02,-0.1683,Normal,ok
Punjab,Ludhiana,2022-11-02,0.054821,Normal,ok
Punjab,Moga,2022-11-02,0.85498,Normal,ok
Punjab,Muktsar,2022-11-02,0.67236,Normal,ok
Punjab,Patiala,2022-11-02,0.5843,Normal,ok
Punjab,Barnala,2022-11-02,-0.02796,Normal,ok
Punjab,Sangrur,2022-11-02,0.50906,Normal,ok
Rajasthan,Alwar,2022-11-02,1.7631,Normal,ok
Rajasthan,Baran,2022-11-02,2.0545,Normal,ok
Rajasthan,Bhilwara,2022-11-02,0.35588,Normal,ok
Rajasthan,Jaipur,2022-11-02,1.8246,Normal,ok
Rajasthan,Jodhpur,2022-11-02,1.0501,Normal,ok
Tamil Nadu,Villupuram,2022-11-02,-0.01743,Normal,ok
Tripura,Sepahijala,2022-11-02,-0.02124,Normal,ok
Tripura,Khowai,2022-11-02,-0.28936,Normal,ok
Uttar Pradesh,Agra,2022-11-02,2.1584,Normal,ok
Uttar Pradesh,Prayagraj,2022-11-02,-0.78784,Abnormal (D0),ok
Uttar Pradesh,Bahraich,2022-11-02,2.428,Normal,ok
Uttar Pradesh,Ballia,2022-11-02,-0.40561,Normal,ok
Uttar Pradesh,Barabanki,2022-11-02,2.0449,Normal,ok
Uttar Pradesh,Bareilly,2022-11-02,1.6058,Normal,ok
Uttar Pradesh,Ghaziabad,2022-11-02,0.80338,Normal,ok
Uttar Pradesh,Gorakhpur,2022-11-02,-0.57363,Abnormal (D0),ok
Uttar Pradesh,Hardoi,2022-11-02,-0.0022856,Normal,ok
Uttar Pradesh,Etawah,2022-11-02,0.085066,Normal,ok
Uttar Pradesh,Jaunpur,2022-11-02,-0.43585,Normal,ok
Uttar Pradesh,Kanpur,2022-11-02,-0.021939,Normal,ok
Uttar Pradesh,Lakhimpur,2022-11-02,3.6998,Normal,ok
Uttar Pradesh,Lalitpur,2022-11-02,0.63311,Normal,ok
Uttar Pradesh,Lucknow,2022-11-02,0.99013,Normal,ok
Uttar Pradesh,Mainpuri,2022-11-02,-0.26004,Normal,ok
Uttar Pradesh,Meerut,2022-11-02,1.8868,Normal,ok
Uttar Pradesh,Sambhal,2022-11-02,-0.20902,Normal,ok
Uttar Pradesh,Saharanpur,2022-11-02,-0.40867,Normal,ok
Uttar Pradesh,Shahjahanpur,2022-11-02,-0.54491,Abnormal (D0),ok
Uttar Pradesh,Sitapur,2022-11-02,2.1115,Normal,ok
West Bengal,North 24 Parganas,2022-11-02,-0.80238,Moderate (D1),ok
West Bengal,Purba Bardhaman,2022-11-02,-1.3204,Severe (D2),ok
West Bengal,Coochbehar,2022-11-02,0.74342,Normal,ok
West Bengal,Hooghly,2022-11-02,-0.96788,Moderate (D1),ok
Chattisgarh,Durg,2022-11-02,0.6939,Normal,ok
Chattisgarh,Raigarh,2022-11-02,0.43224,Normal,ok
Gujarat,Surendranagar,2022-11-02,-0.38211,Normal,ok
Haryana,Panipat,2022-11-02,0.15971,Normal,ok
Haryana,Sonipat,2022-11-02,-0.07519,Normal,ok
Haryana,Rohtak,2022-11-02,0.61388,Normal,ok
Haryana,Rewari,2022-11-02,2.956,Normal,ok
Haryana,Gurgaon,2022-11-02,0.90757,Normal,ok
Himachal Pradesh,Una,2022-11-02,-0.74836,Abnormal (D0),ok
Himachal Pradesh,Chamba,2022-11-02,-0.31681,Normal,ok
Himachal Pradesh,Bilaspur,2022-11-02,0.32178,Normal,ok
Himachal Pradesh,Mandi,2022-11-02,1.1766,Normal,ok
Himachal Pradesh,Hamirpur,2022-11-02,0.55606,Normal,ok
Himachal Pradesh,Shimla,2022-11-02,1.5588,Normal,ok
Jammu and Kashmir,Jammu,2022-11-02,0.77227,Normal,ok
Karnataka,Bengaluru Rural,2022-11-02,3.2904,Normal,ok
Karnataka,Chikkaballapur,2022-11-02,3.2904,Normal,ok
Karnataka,Chamarajanagar,2022-11-02,2.1972,Normal,ok
Karnataka,Mandya,2022-11-02,3.1493,Normal,ok
Keralam,Kozhikode(Calicut),2022-11-02,0.061559,Normal,ok
Madhya Pradesh,Morena,2022-11-02,0.8114,Normal,ok
Odisha,Koraput,2022-11-02,1.1752,Normal,ok
Odisha,Nuapada,2022-11-02,-0.1926,Normal,ok
Punjab,Gurdaspur,2022-11-02,-0.37782,Normal,ok
Punjab,Bhatinda,2022-11-02,0.42803,Normal,ok
Punjab,Faridkot,2022-11-02,0.45245,Normal,ok
Punjab,Ferozpur,2022-11-02,-0.1683,Normal,ok
Punjab,Kapurthala,2022-11-02,-0.14286,Normal,ok
Punjab,Mansa,2022-11-02,0.50596,Normal,ok
Punjab,Ropar (Rupnagar),2022-11-02,0.59205,Normal,ok
Rajasthan,Churu,2022-11-02,0.37864,Normal,ok
Rajasthan,Jalore,2022-11-02,0.74574,Normal,ok
Rajasthan,Jhunjhunu,2022-11-02,1.7142,Normal,ok
Rajasthan,Sikar,2022-11-02,-0.30659,Normal,ok
Rajasthan,Sirohi,2022-11-02,0.3935,Normal,ok
Uttar Pradesh,Bulandshahar,2022-11-02,0.87433,Normal,ok
Uttar Pradesh,Baghpat,2022-11-02,0.10694,Normal,ok
Uttar Pradesh,Shamli,2022-11-02,0.20629,Normal,ok
Uttar Pradesh,Muzaffarnagar,2022-11-02,0.7565,Normal,ok
Uttar Pradesh,Etah,2022-11-02,0.77991,Normal,ok
Uttar Pradesh,Mathura,2022-11-02,2.4529,Normal,ok
Uttar Pradesh,Rampur,2022-11-02,1.4764,Normal,ok
Uttar Pradesh,Badaun,2022-11-02,0.58678,Normal,ok
Uttar Pradesh,Raebarelli,2022-11-02,0.99013,Normal,ok
Uttar Pradesh,Gonda,2022-11-02,2.0593,Normal,ok
Uttar Pradesh,Amethi,2022-11-02,-0.50427,Abnormal (D0),ok
Uttar Pradesh,Pratapgarh,2022-11-02,1.2266,Normal,ok
Uttar Pradesh,Deoria,2022-11-02,-0.60479,Abnormal (D0),ok
Uttar Pradesh,Basti,2022-11-02,0.24866,Normal,ok
Uttar Pradesh,Azamgarh,2022-11-02,0.047918,Normal,ok
Uttar Pradesh,Mirzapur,2022-11-02,0.096965,Normal,ok
Uttar Pradesh,Jhansi,2022-11-02,0.10976,Normal,ok
West Bengal,Medinipur(W),2022-11-02,-0.6329,Abnormal (D0),ok
West Bengal,Birbhum,2022-11-02,-1.7328,Extreme (D3),ok
West Bengal,Jalpaiguri,2022-11-02,0.65078,Normal,ok
West Bengal,Alipurduar,2022-11-02,1.0235,Normal,ok
Tripura,North Tripura,2022-11-02,0.26803,Normal,ok
Karnataka,Bengaluru South,2022-11-02,2.2893,Normal,ok
Karnataka,Chikkamagaluru,2022-11-02,0.59308,Normal,ok
Karnataka,Kalaburagi,2022-11-02,0.70093,Normal,ok
Karnataka,Hassan,2022-11-02,2.5483,Normal,ok
Karnataka,Shivamogga,2022-11-02,2.0948,Normal,ok
Punjab,Mohali,2022-11-02,0.38689,Normal,ok
Uttar Pradesh,Fatehpur,2022-11-02,0.38439,Normal,ok
Uttar Pradesh,Auraiya,2022-11-02,-0.35556,Normal,ok
Uttar Pradesh,Mahoba,2022-11-02,1.261,Normal,ok
West Bengal,Howrah,2022-11-02,-0.91471,Moderate (D1),ok
Uttar Pradesh,Firozabad,2022-11-02,1.9048,Normal,ok
Karnataka,Udupi,2022-11-02,-0.73787,Abnormal (D0),ok
Telangana,Ranga Reddy,2022-11-02,1.022,Normal,ok
Andhra Pradesh,Kurnool,2022-11-02,0.72001,Normal,ok
Andhra Pradesh,Annamayya,2022-11-02,0.57147,Normal,ok
Telangana,Nalgonda,2022-11-02,0.78889,Normal,ok
Tamil Nadu,Coimbatore,2022-11-02,1.7056,Normal,ok
Uttarakhand,Haridwar,2022-11-02,0.49372,Normal,ok
Uttarakhand,Garhwal (Pauri),2022-11-02,2.1513,Normal,ok
Keralam,Idukki,2022-11-02,0.67878,Normal,ok
Haryana,Ambala,2022-11-02,-0.10263,Normal,ok
Haryana,Faridabad,2022-11-02,0.4131,Normal,ok
Haryana,Mahendragarh-Narnaul,2022-11-02,2.4557,Normal,ok
Odisha,Nayagarh,2022-11-02,0.73088,Normal,ok
Odisha,Sundergarh,2022-11-02,0.35126,Normal,ok
Punjab,Fatehgarh,2022-11-02,-0.44241,Normal,ok
Rajasthan,Ajmer,2022-11-02,-0.59432,Abnormal (D0),ok
Uttar Pradesh,Bijnor,2022-11-02,0.88514,Normal,ok
Uttar Pradesh,Kasganj,2022-11-02,0.99469,Normal,ok
Uttar Pradesh,Amroha,2022-11-02,0.54346,Normal,ok
Uttar Pradesh,Kanpur Dehat,2022-11-02,1.0727,Normal,ok
Uttar Pradesh,Unnao,2022-11-02,0.037467,Normal,ok
Gujarat,Vadodara(Baroda),2022-11-02,0.27303,Normal,ok
Andhra Pradesh,Chittor,2022-11-02,0.1759,Normal,ok
Telangana,Hanumakonda,2022-11-02,1.7007,Normal,ok
Telangana,Karimnagar,2022-11-02,-1.4831,Severe (D2),ok
Telangana,Medak,2022-11-02,0.99034,Normal,ok
Odisha,Jharsuguda,2022-11-02,0.14657,Normal,ok
Gujarat,Navsari,2022-11-02,1.4825,Normal,ok
Maharashtra,Sangli,2022-11-02,1.2008,Normal,ok
Maharashtra,Satara,2022-11-02,0.82815,Normal,ok
Rajasthan,Beawar,2022-11-02,0.4596,Normal,ok
Rajasthan,Bharatpur,2022-11-02,1.9032,Normal,ok
Rajasthan,Hanumangarh,2022-11-02,0.44801,Normal,ok
Rajasthan,Ganganagar,2022-11-02,2.9735,Normal,ok
Rajasthan,Chittorgarh,2022-11-02,1.369,Normal,ok
Rajasthan,Rajsamand,2022-11-02,0.37484,Normal,ok
Punjab,Hoshiarpur,2022-11-02,-1.4652,Severe (D2),ok
Punjab,Jalandhar,2022-11-02,-0.88474,Moderate (D1),ok
Tamil Nadu,Vellore,2022-11-02,1.1226,Normal,ok
Odisha,Puri,2022-11-02,0.33351,Normal,ok
Odisha,Gajapati,2022-11-02,1.0186,Normal,ok
Odisha,Ganjam,2022-11-02,1.0605,Normal,ok
Odisha,Boudh,2022-11-02,1.0505,Normal,ok
Odisha,Balasore,2022-11-02,0.0043485,Normal,ok
Odisha,Dhenkanal,2022-11-02,-0.29174,Normal,ok
Odisha,Keonjhar,2022-11-02,-0.099264,Normal,ok
Odisha,Khurda,2022-11-02,0.869,Normal,ok
Odisha,Sonepur,2022-11-02,-0.10988,Normal,ok
Gujarat,Porbandar,2022-11-02,0.63072,Normal,ok
Gujarat,Bhavnagar,2022-11-02,0.31803,Normal,ok
Punjab,Amritsar,2022-11-02,-0.44241,Normal,ok
Gujarat,Amreli,2022-11-02,0.10397,Normal,ok
Maharashtra,Raigad,2022-11-02,0.17908,Normal,ok
Maharashtra,Ratnagiri,2022-11-02,0.75184,Normal,ok
Tripura,West District,2022-11-02,0.10625,Normal,ok
Tripura,Gomati,2022-11-02,-0.83702,Moderate (D1),ok
Uttar Pradesh,Maharajganj,2022-11-02,3.0497,Normal,ok
Uttar Pradesh,Jalaun (Orai),2022-11-02,1.4344,Normal,ok
Uttar Pradesh,Sonbhadra,2022-11-02,-1.0832,Moderate (D1),ok
Uttar Pradesh,Aligarh,2022-11-02,1.3921,Normal,ok
Uttar Pradesh,Balrampur,2022-11-02,0.97182,Normal,ok
Uttar Pradesh,Chandauli,2022-11-02,-0.92862,Moderate (D1),ok
Uttar Pradesh,Banda,2022-11-02,2.3681,Normal,ok
Uttar Pradesh,Siddharth Nagar,2022-11-02,0.79108,Normal,ok
Uttar Pradesh,Gautam Budh Nagar,2022-11-02,0.29553,Normal,ok
Uttar Pradesh,Hathras,2022-11-02,2.1819,Normal,ok
Uttar Pradesh,Hamirpur,2022-11-02,0.96681,Normal,ok
Haryana,Panchkula,2022-11-02,1.0664,Normal,ok
Haryana,Yamuna Nagar,2022-11-02,0.24179,Normal,ok
Haryana,Mewat,2022-11-02,2.4634,Normal,ok
Haryana,Hissar,2022-11-02,0.72582,Normal,ok
Haryana,Kaithal,2022-11-02,0.72582,Normal,ok
Haryana,Karnal,2022-11-02,1.4118,Normal,ok
Maharashtra,Nandurbar,2022-11-02,2.0551,Normal,ok
Uttar Pradesh,Chitrakut,2022-11-02,4.1671,Normal,ok
Keralam,Alappuzha,2022-11-02,-0.38488,Normal,ok
Keralam,Thiruvananthapuram,2022-11-02,-0.53438,Abnormal (D0),ok
Keralam,Kasargod,2022-11-02,-0.24218,Normal,ok
Maharashtra,Chandrapur,2022-11-02,0.96643,Normal,ok
Jammu and Kashmir,Kathua,2022-11-02,0.82724,Normal,ok
Uttar Pradesh,Ayodhya,2022-11-02,3.1181,Normal,ok
Uttar Pradesh,Sant Kabir Nagar,2022-11-02,0.41779,Normal,ok
Tamil Nadu,Thiruvarur,2022-11-02,0.96584,Normal,ok
West Bengal,Medinipur(E),2022-11-02,-0.6329,Abnormal (D0),ok
Rajasthan,Kota,2022-11-02,0.76171,Normal,ok
Punjab,Nawanshahr,2022-11-02,0.53175,Normal,ok
West Bengal,Darjeeling,2022-11-02,1.6229,Normal,ok
Gujarat,Rajkot,2022-11-02,0.025932,Normal,ok
Gujarat,Dahod,2022-11-02,0.2333,Normal,ok
Gujarat,Gandhinagar,2022-11-02,0.54136,Normal,ok
Gujarat,Sabarkantha,2022-11-02,0.73198,Normal,ok
Gujarat,Anand,2022-11-02,-0.26321,Normal,ok
Rajasthan,Udaipur,2022-11-02,1.2212,Normal,ok
Gujarat,Mehsana,2022-11-02,0.0041275,Normal,ok
West Bengal,Kolkata,2022-11-02,-0.91471,Moderate (D1),ok
West Bengal,Bankura,2022-11-02,-0.23348,Normal,ok
West Bengal,Paschim Bardhaman,2022-11-02,-0.60727,Abnormal (D0),ok
West Bengal,Puruliya,2022-11-02,-0.052294,Normal,ok
Tamil Nadu,Namakkal,2022-11-02,0.88042,Normal,ok
Madhya Pradesh,Harda,2022-11-02,1.566,Normal,ok
Madhya Pradesh,Khandwa,2022-11-02,1.1925,Normal,ok
Madhya Pradesh,Dewas,2022-11-02,2.0572,Normal,ok
Madhya Pradesh,Gwalior,2022-11-02,1.2585,Normal,ok
Madhya Pradesh,Sagar,2022-11-02,1.0467,Normal,ok
Madhya Pradesh,Jabalpur,2022-11-02,0.97558,Normal,ok
Madhya Pradesh,Chhindwara,2022-11-02,0.76843,Normal,ok
Tripura,South Tripura,2022-11-02,-0.82295,Moderate (D1),ok
Chattisgarh,Bilaspur,2022-11-02,0.74853,Normal,ok
Telangana,Siddipet,2022-11-02,1.2156,Normal,ok
West Bengal,Dakshin Dinajpur,2022-11-02,-1.9778,Extreme (D3),ok
West Bengal,Nadia,2022-11-02,-1.5396,Severe (D2),ok
Tamil Nadu,Ariyalur,2022-11-02,-0.067349,Normal,ok
Tamil Nadu,Cuddalore,2022-11-02,0.43316,Normal,ok
Tamil Nadu,Dharmapuri,2022-11-02,1.5609,Normal,ok
Tamil Nadu,Dindigul,2022-11-02,0.23953,Normal,ok
Tamil Nadu,Erode,2022-11-02,3.1472,Normal,ok
Tamil Nadu,Kancheepuram,2022-11-02,0.41977,Normal,ok
Tamil Nadu,Karur,2022-11-02,-0.093319,Normal,ok
Tamil Nadu,Krishnagiri,2022-11-02,1.7329,Normal,ok
Tamil Nadu,Madurai,2022-11-02,0.70083,Normal,ok
Tamil Nadu,Nagapattinam,2022-11-02,0.491,Normal,ok
Tamil Nadu,The Nilgiris,2022-11-02,0.47224,Normal,ok
Tamil Nadu,Perambalur,2022-11-02,0.32361,Normal,ok
Tamil Nadu,Pudukkottai,2022-11-02,-0.5211,Abnormal (D0),ok
Tamil Nadu,Ramanathapuram,2022-11-02,0.34253,Normal,ok
Tamil Nadu,Salem,2022-11-02,-0.72066,Abnormal (D0),ok
Tamil Nadu,Sivaganga,2022-11-02,0.90281,Normal,ok
Tamil Nadu,Thanjavur,2022-11-02,0.6902,Normal,ok
Tamil Nadu,Theni,2022-11-02,1.2946,Normal,ok
Tamil Nadu,Thirunelveli,2022-11-02,0.3793,Normal,ok
Tamil Nadu,Tuticorin,2022-11-02,-0.69138,Abnormal (D0),ok
Tamil Nadu,Thiruvannamalai,2022-11-02,-0.086329,Normal,ok
Tamil Nadu,Virudhunagar,2022-11-02,-0.21801,Normal,ok
Tamil Nadu,Chengalpattu,2022-11-02,-0.35321,Normal,ok
Tamil Nadu,Kallakuruchi,2022-11-02,-0.19246,Normal,ok
Tamil Nadu,Ranipet,2022-11-02,0.26186,Normal,ok
Tamil Nadu,Tenkasi,2022-11-02,0.014498,Normal,ok
Tamil Nadu,Thirupathur,2022-11-02,0.491,Normal,ok
Tamil Nadu,Thirupur,2022-11-02,0.3793,Normal,ok
Assam,Darrang,2022-11-02,0.20827,Normal,ok
Assam,Nagaon,2022-11-02,0.6529,Normal,ok
Assam,Barpeta,2022-11-02,0.79969,Normal,ok
Uttar Pradesh,Kaushambi,2022-11-02,2.039,Normal,ok
Uttar Pradesh,Shravasti,2022-11-02,2.3893,Normal,ok
Madhya Pradesh,Guna,2022-11-02,1.8754,Normal,ok
Madhya Pradesh,Narsinghpur,2022-11-02,1.7435,Normal,ok
Madhya Pradesh,Hoshangabad,2022-11-02,2.5419,Normal,ok
Madhya Pradesh,Ratlam,2022-11-02,2.5377,Normal,ok
Madhya Pradesh,Shivpuri,2022-11-02,1.3688,Normal,ok
Madhya Pradesh,Dhar,2022-11-02,0.57871,Normal,ok
Madhya Pradesh,Satna,2022-11-02,1.8088,Normal,ok
Madhya Pradesh,Jhabua,2022-11-02,0.097878,Normal,ok
Madhya Pradesh,Sehore,2022-11-02,2.8923,Normal,ok
Madhya Pradesh,Seoni,2022-11-02,1.0668,Normal,ok
Uttarakhand,Chamoli (Gopeshwar),2022-11-02,1.408,Normal,ok
Telangana,Sangareddy,2022-11-02,0.72355,Normal,ok
Assam,Kamrup,2022-11-02,0.83745,Normal,ok
Karnataka,Bangalore,2022-11-02,2.9193,Normal,ok
Karnataka,Belgaum,2022-11-02,1.7159,Normal,ok
Karnataka,Bijapur,2022-11-02,1.879,Normal,ok
Karnataka,Dharwad,2022-11-02,2.1541,Normal,ok
Karnataka,Mysore,2022-11-02,3.8854,Normal,ok
Karnataka,Raichur,2022-11-02,0.75121,Normal,ok
Kerala,Ernakulam,2022-11-02,-0.40763,Normal,ok
Kerala,Kannur,2022-11-02,0.8171,Normal,ok
Kerala,Kottayam,2022-11-02,0.63372,Normal,ok
Kerala,Malappuram,2022-11-02,0.031502,Normal,ok
Kerala,Palakad,2022-11-02,0.0038263,Normal,ok
Maharashtra,Dhule,2022-11-02,0.6578,Normal,ok
Maharashtra,Palghar,2022-11-02,1.538,Normal,ok
Manipur,Imphal East,2022-11-02,-0.3688,Normal,ok
Madhya Pradesh,Neemuch,2022-11-02,1.6373,Normal,ok
Madhya Pradesh,Ujjain,2022-11-02,1.6591,Normal,ok
Rajasthan,Pratapgarh,2022-11-02,1.8724,Normal,ok
West Bengal,Malda,2022-11-02,-2.4162,Exceptional (D4),ok
West Bengal,Uttar Dinajpur,2022-11-02,-0.79056,Abnormal (D0),ok
Bihar,Khagaria,2022-11-02,-1.1284,Moderate (D1),ok
Gujarat,Kachchh,2022-11-02,0.97242,Normal,ok
Kerala,Kozhikode(Calicut),2022-11-02,0.061559,Normal,ok
Madhya Pradesh,Mandsaur,2022-11-02,1.8875,Normal,ok
Maharashtra,Buldhana,2022-11-02,0.34144,Normal,ok
Punjab,Pathankot,2022-11-02,0.82724,Normal,ok
Rajasthan,Jaisalmer,2022-11-02,1.0335,Normal,ok
Karnataka,Chikmagalur,2022-11-02,1.6277,Normal,ok
Karnataka,Kalburgi,2022-11-02,0.63288,Normal,ok
Karnataka,Shimoga,2022-11-02,0.81024,Normal,ok
Goa,North Goa,2022-11-02,0.0066893,Normal,ok
West Bengal,Murshidabad,2022-11-02,-1.6314,Extreme (D3),ok
Kerala,Idukki,2022-11-02,0.67878,Normal,ok
Madhya Pradesh,Shajapur,2022-11-02,2.8348,Normal,ok
Manipur,Thoubal,2022-11-02,-0.96149,Moderate (D1),ok
Telangana,Medchal Malkajgiri,2022-11-02,0.65718,Normal,ok
Maharashtra,Beed,2022-11-02,0.42197,Normal,ok
Bihar,Madhubani,2022-11-02,-0.77249,Abnormal (D0),ok
Rajasthan,Bikaner,2022-11-02,0.62751,Normal,ok
Kerala,Alappuzha,2022-11-02,-0.38488,Normal,ok
Kerala,Kasargod,2022-11-02,-0.24218,Normal,ok
Kerala,Thiruvananthapuram,2022-11-02,-0.53438,Abnormal (D0),ok
Kerala,Kollam,2022-11-02,-0.030975,Normal,ok
Madhya Pradesh,Rajgarh,2022-11-02,3.0519,Normal,ok
Tripura,Dhalai,2022-11-02,-0.38668,Normal,ok
Jammu and Kashmir,Anantnag,2022-11-02,-0.10899,Normal,ok
Bihar,Samastipur,2022-11-02,-0.083308,Normal,ok
Bihar,Sheohar,2022-11-02,-1.1136,Moderate (D1),ok
Manipur,Kakching,2022-11-02,-0.98306,Moderate (D1),ok
Madhya Pradesh,Chhatarpur,2022-11-02,1.5952,Normal,ok
Andhra Pradesh,YSR Kadapa,2022-11-02,0.07179,Normal,ok
Assam,Hailakandi,2022-11-02,-0.38891,Normal,ok
West Bengal,Kalimpong,2022-11-02,1.6229,Normal,ok
West Bengal,Jhargram,2022-11-02,-0.17832,Normal,ok
Telangana,Hyderabad,2022-11-09,0.83236,Normal,ok
Telangana,Mahbubnagar,2022-11-09,0.89765,Normal,ok
Telangana,Warangal,2022-11-09,0.44902,Normal,ok
Chandigarh,Chandigarh,2022-11-09,1.3271,Normal,ok
Gujarat,Bharuch,2022-11-09,0.066188,Normal,ok
Gujarat,Kheda,2022-11-09,-0.29519,Normal,ok
Gujarat,Morbi,2022-11-09,0.11571,Normal,ok
Gujarat,Surat,2022-11-09,0.85238,Normal,ok
Gujarat,Ahmedabad,2022-11-09,0.29766,Normal,ok
Himachal Pradesh,Kangra,2022-11-09,0.15834,Normal,ok
Himachal Pradesh,Kullu,2022-11-09,0.87325,Normal,ok
Himachal Pradesh,Solan,2022-11-09,1.2327,Normal,ok
Haryana,Fatehabad,2022-11-09,1.1855,Normal,ok
Haryana,Jind,2022-11-09,1.6042,Normal,ok
Haryana,Kurukshetra,2022-11-09,1.5386,Normal,ok
Haryana,Sirsa,2022-11-09,0.22924,Normal,ok
Jammu and Kashmir,Srinagar,2022-11-09,-0.022814,Normal,ok
