crop,week_start,era5_tmax,era5_tmin,era5_tmean,era5_dtr,era5_heat_35,era5_heat_38,chirps_rain_mm,chirps_rain_max,chirps_excess,s2_ndvi,s2_evi,s2_valid_frac,s2_ndvi_anom,modis_ndvi,modis_evi,modis_lst_mean,modis_lst_max,modis_lst_frac35
onion,2025-11-10,27.458313276450994,15.583824560273701,21.296208075129993,11.87448871617729,0.0,0.0,1.8482128737005634,0.3011143207550049,0.0,0.3917864669759872,1.0613334294822434,0.9894580661071214,-0.015261060702242622,0.5196874620972146,0.28203337086879376,28.18820364052868,30.75750000000003,0.0
onion,2025-11-17,28.320943929297115,15.846882258328945,21.946031064468045,12.474061670968172,0.0,0.0,1.193728966456728,0.4753562122583389,0.0,0.3917864669759872,1.0613334294822434,0.9894580661071214,-0.013373510042829873,0.5107862213449139,0.27757536262919624,27.367044332269092,29.777500000000032,0.0
onion,2025-11-24,28.61653656602004,17.684309752984802,22.903578399431346,10.93222681303524,0.0,0.0,1.2786517115407252,0.6637923017144203,0.0,0.3917864669759872,1.0613334294822434,0.9894580661071214,-0.003267023164130533,0.5063716538302353,0.28397451746870783,26.68226410592038,29.317500000000038,0.0
onion,2025-12-01,27.82744016102366,16.710118574984122,22.038643686131874,11.117321586039536,0.0,0.0,1.5368103119072314,0.24417970478534695,0.0,0.40005448326712173,1.0516752284654962,0.9994098940233068,0.006925478237289121,0.5038336288744522,0.283905204539518,25.616688986656055,27.930000000000028,0.0
onion,2025-12-08,28.216064964663424,14.676064687305738,21.04285139706963,13.540000277357684,0.0,0.0,0.4772924459539329,0.1333012998104095,0.0,0.40005448326712173,1.0516752284654962,0.9994098940233068,-0.006361399290670974,0.506692742287207,0.2726844587317054,25.884376854349323,28.320000000000036,0.0
onion,2025-12-15,28.71975940724489,14.852998861141113,21.379847264787294,13.866760546103777,0.0,0.0,0.8634669387159348,0.1283842377364635,0.0,0.4023223713009807,0.9927160320864856,0.9993332061846847,0.0008639496653816622,0.49244915723994215,0.2800931551772568,25.113906246559953,27.907500000000027,0.0
onion,2025-12-22,27.781573891108767,14.847221103902303,21.036735167186585,12.93435278720646,0.0,0.0,0.42618870361566563,0.1265576340258121,0.0,0.4023223713009807,0.9927160320864856,0.9993332061846847,0.019541833871878543,0.47946969290002744,0.2877764952005214,24.660565717157997,27.482500000000037,0.0
onion,2025-12-29,27.60704457966802,15.75179771298929,21.595406495617397,11.85524686667873,0.0,0.0,0.3803843402836538,0.12117748633027071,0.0,0.3705020599054639,1.0731898335120227,0.999938751079501,-0.0001541827101591113,0.4871648638300144,0.2862732548977363,24.278570376633382,26.897500000000022,0.0
onion,2026-01-05,26.954768765359898,14.66452620738404,20.63968657376316,12.290242557975859,0.0,0.0,0.6097480058642157,0.12174666374921796,0.0,0.3705020599054639,1.0731898335120227,0.999938751079501,-0.00666224112968242,0.47661668895821874,0.2733518597718645,24.76202857372209,27.90000000000002,0.0
onion,2026-01-12,28.66458513942157,16.15912455593757,22.3170231416565,12.505460583484,0.0,0.0,0.27840764655365724,0.11481570303440092,0.0,0.36837753351642755,0.9515490147339636,0.9995820323035962,0.004551847103102611,0.4763300000914317,0.2647039549616675,25.036697092983378,27.91250000000003,0.0
onion,2026-01-19,27.711192911211278,15.516624664786722,21.653692278842474,12.194568246424556,0.0,0.0,0.2854101016974033,0.11698396429419514,0.0,0.36837753351642755,0.9515490147339636,0.9995820323035962,0.011640242644412335,0.44701130418754814,0.28266946303830764,24.881989492129684,28.01500000000003,0.0
onion,2026-01-26,28.638097163420074,17.226552176133026,23.000668985604356,11.411544987287051,0.0,0.0,0.704293858024319,0.15841812118887896,0.0,0.3454472232512974,0.8129785788400398,0.9987972104634508,0.0021980124048425823,0.44701130418754814,0.28266946303830764,24.881989492129684,28.01500000000003,0.0
onion,2026-02-02,29.67577847750444,17.75465087014864,23.672912149853097,11.921127607355798,0.0,0.0,0.36263601640703597,0.1596894577145576,0.0,0.3454472232512974,0.8129785788400398,0.9987972104634508,0.01598144658337155,0.4386298291493118,0.26031261168175895,27.01033594465289,29.83500000000003,0.0
