crop,market_id,market,horizon_weeks,n,mape,wape,diff_pts
tomato,2900.0,Memari APMC,26,215,46.21,38.12,8.1
tomato,2901.0,Pundibari APMC,1,192,21.34,22.09,-0.75
tomato,2901.0,Pundibari APMC,4,183,34.5,37.34,-2.84
tomato,2901.0,Pundibari APMC,13,158,35.99,39.45,-3.46
tomato,2901.0,Pundibari APMC,26,139,42.32,42.69,-0.37
tomato,2905.0,Balarampur APMC,1,240,18.27,17.6,0.67
tomato,2905.0,Balarampur APMC,4,237,29.43,29.41,0.02
tomato,2905.0,Balarampur APMC,13,228,29.99,29.09,0.9
tomato,2905.0,Balarampur APMC,26,215,42.86,33.42,9.45
tomato,2907.0,Chevella APMC,1,233,45.91,37.65,8.26
tomato,2907.0,Chevella APMC,4,230,79.78,57.58,22.2
tomato,2907.0,Chevella APMC,13,221,97.41,64.78,32.63
tomato,2907.0,Chevella APMC,26,208,107.16,64.27,42.9
tomato,2910.0,"New Grain Market , Faridabad APMC",1,238,27.35,27.98,-0.63
tomato,2910.0,"New Grain Market , Faridabad APMC",4,235,41.67,40.37,1.3
tomato,2910.0,"New Grain Market , Faridabad APMC",13,226,46.97,42.3,4.67
tomato,2910.0,"New Grain Market , Faridabad APMC",26,213,51.47,44.57,6.9
tomato,2940.0,Tiruchengode APMC,1,111,34.95,25.54,9.41
tomato,2940.0,Tiruchengode APMC,4,108,29.91,31.97,-2.06
tomato,2940.0,Tiruchengode APMC,13,99,31.64,35.55,-3.91
tomato,2940.0,Tiruchengode APMC,26,86,34.84,35.73,-0.89
tomato,2970.0,Thuraiyur APMC,1,86,35.4,26.67,8.73
tomato,2970.0,Thuraiyur APMC,4,80,30.77,34.12,-3.35
tomato,2970.0,Thuraiyur APMC,13,62,33.71,38.19,-4.48
tomato,2970.0,Thuraiyur APMC,26,40,25.88,26.3,-0.43
tomato,3014.0,Kalikiri APMC,1,240,32.16,32.66,-0.5
tomato,3014.0,Kalikiri APMC,4,237,40.12,39.39,0.73
tomato,3014.0,Kalikiri APMC,13,228,39.14,38.73,0.41
tomato,3014.0,Kalikiri APMC,26,215,47.2,43.48,3.72
tomato,3018.0,L B Nagar APMC,1,204,39.9,36.02,3.88
tomato,3018.0,L B Nagar APMC,4,198,56.34,45.51,10.84
tomato,3018.0,L B Nagar APMC,13,181,58.35,45.49,12.86
tomato,3018.0,L B Nagar APMC,26,168,66.4,47.68,18.73
tomato,3044.0,Bagepalli APMC,1,205,50.29,35.82,14.48
tomato,3044.0,Bagepalli APMC,4,199,83.05,51.77,31.28
tomato,3044.0,Bagepalli APMC,13,181,97.85,49.97,47.88
tomato,3044.0,Bagepalli APMC,26,155,84.5,44.15,40.35
tomato,3045.0,Harda(F&V) APMC,1,139,31.25,31.01,0.24
tomato,3045.0,Harda(F&V) APMC,4,130,46.21,43.57,2.64
tomato,3045.0,Harda(F&V) APMC,13,106,51.78,50.01,1.76
tomato,3045.0,Harda(F&V) APMC,26,92,60.41,55.69,4.72
tomato,3050.0,Khandwa(F&V) APMC,1,161,24.2,22.41,1.79
tomato,3050.0,Khandwa(F&V) APMC,4,152,43.48,38.87,4.61
tomato,3050.0,Khandwa(F&V) APMC,13,129,56.41,48.12,8.29
tomato,3050.0,Khandwa(F&V) APMC,26,103,85.04,72.49,12.54
tomato,3054.0,Dewas(F&V) APMC,1,161,37.11,31.94,5.16
tomato,3054.0,Dewas(F&V) APMC,4,152,66.86,50.06,16.8
tomato,3054.0,Dewas(F&V) APMC,13,130,90.83,62.33,28.5
tomato,3054.0,Dewas(F&V) APMC,26,104,107.7,81.96,25.74
tomato,3059.0,Lashkar(F&V) APMC,1,163,40.41,34.26,6.14
tomato,3059.0,Lashkar(F&V) APMC,4,154,60.3,49.16,11.15
tomato,3059.0,Lashkar(F&V) APMC,13,132,73.08,50.65,22.43
tomato,3059.0,Lashkar(F&V) APMC,26,106,103.72,63.5,40.22
tomato,3067.0,Sagar(F&V) APMC,1,162,30.17,29.56,0.62
tomato,3067.0,Sagar(F&V) APMC,4,153,54.28,49.01,5.28
tomato,3067.0,Sagar(F&V) APMC,13,130,64.68,56.19,8.49
tomato,3067.0,Sagar(F&V) APMC,26,104,88.45,69.45,18.99
tomato,3071.0,Jabalpur(F&V) APMC,1,162,19.56,20.93,-1.38
tomato,3071.0,Jabalpur(F&V) APMC,4,153,32.83,34.16,-1.33
tomato,3071.0,Jabalpur(F&V) APMC,13,130,39.77,39.17,0.59
tomato,3071.0,Jabalpur(F&V) APMC,26,104,44.2,41.26,2.94
tomato,3075.0,Chhindwara(F&V) APMC,1,102,33.98,32.52,1.46
tomato,3075.0,Chhindwara(F&V) APMC,4,99,57.57,52.51,5.06
tomato,3075.0,Chhindwara(F&V) APMC,13,90,80.07,66.63,13.43
tomato,3075.0,Chhindwara(F&V) APMC,26,77,89.09,73.4,15.69
tomato,3080.0,Tusura APMC,1,172,27.83,29.64,-1.81
tomato,3080.0,Tusura APMC,4,166,35.95,40.4,-4.45
tomato,3080.0,Tusura APMC,13,148,37.1,42.31,-5.21
tomato,3080.0,Tusura APMC,26,122,44.22,47.47,-3.25
tomato,3084.0,Saraskana APMC,1,217,21.49,23.27,-1.78
tomato,3084.0,Saraskana APMC,4,211,32.49,38.38,-5.88
tomato,3084.0,Saraskana APMC,13,193,31.22,38.28,-7.06
tomato,3084.0,Saraskana APMC,26,183,40.61,43.0,-2.4
tomato,3086.0,Godbhaga APMC,1,184,24.27,26.58,-2.32
tomato,3086.0,Godbhaga APMC,4,174,33.24,36.73,-3.49
tomato,3086.0,Godbhaga APMC,13,163,36.82,39.79,-2.97
tomato,3086.0,Godbhaga APMC,26,158,48.33,43.66,4.67
tomato,3087.0,Sahidngar APMC,1,147,22.04,25.02,-2.98
tomato,3087.0,Sahidngar APMC,4,138,32.86,40.98,-8.12
tomato,3087.0,Sahidngar APMC,13,111,37.09,48.02,-10.93
tomato,3087.0,Sahidngar APMC,26,92,32.3,42.97,-10.67
tomato,3089.0,Sarankul APMC,1,196,23.19,22.91,0.28
tomato,3089.0,Sarankul APMC,4,184,31.47,31.85,-0.38
tomato,3089.0,Sarankul APMC,13,172,36.16,35.21,0.94
tomato,3089.0,Sarankul APMC,26,158,43.2,38.72,4.48
tomato,3092.0,Saharpada APMC,1,239,15.87,17.7,-1.83
tomato,3092.0,Saharpada APMC,4,236,25.27,29.01,-3.75
tomato,3092.0,Saharpada APMC,13,227,28.03,32.57,-4.55
tomato,3092.0,Saharpada APMC,26,214,30.25,33.73,-3.48
tomato,3093.0,Sohela APMC,1,154,25.59,26.44,-0.85
tomato,3093.0,Sohela APMC,4,142,32.52,33.15,-0.63
tomato,3093.0,Sohela APMC,13,120,44.0,45.09,-1.09
tomato,3093.0,Sohela APMC,26,121,44.15,40.66,3.5
tomato,3100.0,Sonamura APMC,1,240,20.7,21.08,-0.37
tomato,3100.0,Sonamura APMC,4,237,30.59,32.35,-1.76
tomato,3100.0,Sonamura APMC,13,228,29.78,30.97,-1.19
tomato,3100.0,Sonamura APMC,26,215,41.68,36.22,5.46
tomato,3105.0,Barpathari APMC,1,231,21.59,20.59,1.0
tomato,3105.0,Barpathari APMC,4,225,32.4,33.18,-0.78
tomato,3105.0,Barpathari APMC,13,214,30.21,33.23,-3.02
tomato,3105.0,Barpathari APMC,26,201,39.27,37.16,2.11
tomato,3117.0,Asansol APMC,1,240,20.84,22.12,-1.28
tomato,3117.0,Asansol APMC,4,237,33.01,35.75,-2.73
tomato,3117.0,Asansol APMC,13,228,33.55,35.76,-2.21
tomato,3117.0,Asansol APMC,26,215,46.36,40.45,5.9
tomato,3130.0,Junnar(Narayangaon) APMC,1,239,36.46,33.65,2.82
tomato,3130.0,Junnar(Narayangaon) APMC,4,236,53.73,45.63,8.1
tomato,3130.0,Junnar(Narayangaon) APMC,13,227,53.3,45.73,7.57
tomato,3130.0,Junnar(Narayangaon) APMC,26,214,60.83,50.45,10.38
tomato,3142.0,Kamthi APMC,1,240,33.79,29.97,3.82
tomato,3142.0,Kamthi APMC,4,237,53.61,44.87,8.74
tomato,3142.0,Kamthi APMC,13,228,66.45,50.63,15.82
tomato,3142.0,Kamthi APMC,26,215,85.33,55.52,29.81
tomato,3218.0,Tiphra APMC,1,227,27.68,26.66,1.02
tomato,3218.0,Tiphra APMC,4,221,38.98,38.25,0.72
tomato,3218.0,Tiphra APMC,13,206,40.72,39.92,0.8
tomato,3218.0,Tiphra APMC,26,193,60.89,45.82,15.06
tomato,3297.0,Khariar APMC,1,217,19.68,23.26,-3.59
tomato,3297.0,Khariar APMC,4,211,30.09,36.79,-6.69
tomato,3297.0,Khariar APMC,13,193,32.87,39.03,-6.15
tomato,3297.0,Khariar APMC,26,183,41.88,43.3,-1.42
tomato,3299.0,Chuliaposi APMC,1,166,23.84,25.96,-2.12
tomato,3299.0,Chuliaposi APMC,4,163,33.96,39.57,-5.61
tomato,3299.0,Chuliaposi APMC,13,154,31.77,38.32,-6.55
tomato,3299.0,Chuliaposi APMC,26,141,39.04,41.05,-2.01
tomato,3300.0,Gopa APMC,1,240,20.05,21.82,-1.77
tomato,3300.0,Gopa APMC,4,237,28.57,33.32,-4.75
tomato,3300.0,Gopa APMC,13,228,28.62,34.7,-6.08
tomato,3300.0,Gopa APMC,26,215,34.25,38.49,-4.23
tomato,3301.0,Pattamundai APMC,1,240,19.77,21.38,-1.61
tomato,3301.0,Pattamundai APMC,4,237,28.98,33.24,-4.27
tomato,3301.0,Pattamundai APMC,13,228,29.85,34.49,-4.64
tomato,3301.0,Pattamundai APMC,26,215,34.85,38.46,-3.61
tomato,3302.0,Chatta Krushak Bazar APMC,1,240,20.34,22.41,-2.06
tomato,3302.0,Chatta Krushak Bazar APMC,4,237,30.73,35.11,-4.38
tomato,3302.0,Chatta Krushak Bazar APMC,13,228,30.13,35.75,-5.62
tomato,3302.0,Chatta Krushak Bazar APMC,26,215,35.6,39.5,-3.9
tomato,3306.0,Nilagiri APMC,1,230,20.35,19.14,1.22
tomato,3306.0,Nilagiri APMC,4,224,27.98,25.48,2.49
tomato,3306.0,Nilagiri APMC,13,213,29.58,25.3,4.28
tomato,3306.0,Nilagiri APMC,26,200,36.13,30.47,5.66
tomato,3308.0,Hindol APMC,1,240,21.25,23.17,-1.92
tomato,3308.0,Hindol APMC,4,237,30.48,35.81,-5.33
tomato,3308.0,Hindol APMC,13,228,29.45,35.52,-6.07
tomato,3308.0,Hindol APMC,26,215,38.26,40.57,-2.31
tomato,3327.0,Mahabubnagar(Rythu Bazar) APMC,1,208,24.08,26.28,-2.21
tomato,3327.0,Mahabubnagar(Rythu Bazar) APMC,4,199,32.26,37.98,-5.72
tomato,3327.0,Mahabubnagar(Rythu Bazar) APMC,13,173,32.86,39.97,-7.11
tomato,3327.0,Mahabubnagar(Rythu Bazar) APMC,26,160,33.43,38.86,-5.43
tomato,3328.0,Siddipet(Rythu Bazar),1,14,22.04,21.7,0.34
tomato,3328.0,Siddipet(Rythu Bazar),4,11,27.16,28.65,-1.48
tomato,3332.0,Mehndipatnam(Rythu Bazar) APMC,1,204,25.24,26.25,-1.02
tomato,3332.0,Mehndipatnam(Rythu Bazar) APMC,4,199,33.0,36.31,-3.31
tomato,3332.0,Mehndipatnam(Rythu Bazar) APMC,13,190,35.77,40.63,-4.85
tomato,3332.0,Mehndipatnam(Rythu Bazar) APMC,26,177,37.06,39.29,-2.22
tomato,3339.0,Falakata APMC,1,226,25.73,24.46,1.27
tomato,3339.0,Falakata APMC,4,220,39.58,36.77,2.81
tomato,3339.0,Falakata APMC,13,204,37.63,34.3,3.33
tomato,3339.0,Falakata APMC,26,191,52.93,38.78,14.15
tomato,3341.0,Karsiyang(Matigara) APMC,1,240,18.55,22.62,-4.07
tomato,3341.0,Karsiyang(Matigara) APMC,4,237,29.44,35.82,-6.38
tomato,3341.0,Karsiyang(Matigara) APMC,13,228,32.58,38.52,-5.93
tomato,3341.0,Karsiyang(Matigara) APMC,26,215,34.93,39.11,-4.18
tomato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,1,240,24.49,25.34,-0.84
tomato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,4,237,35.53,38.21,-2.68
tomato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,13,228,34.77,37.6,-2.83
tomato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,26,215,42.33,39.99,2.34
tomato,3346.0,Diamond Harbour(South 24-pgs) APMC,1,240,23.59,25.42,-1.83
tomato,3346.0,Diamond Harbour(South 24-pgs) APMC,4,237,33.76,37.67,-3.91
tomato,3346.0,Diamond Harbour(South 24-pgs) APMC,13,228,36.48,38.63,-2.15
tomato,3346.0,Diamond Harbour(South 24-pgs) APMC,26,215,46.31,40.81,5.5
tomato,3347.0,Kalipur APMC,1,240,21.61,22.36,-0.74
tomato,3347.0,Kalipur APMC,4,237,34.02,36.6,-2.58
tomato,3347.0,Kalipur APMC,13,228,34.06,35.6,-1.54
tomato,3347.0,Kalipur APMC,26,215,44.06,39.23,4.82
tomato,3349.0,Ranaghat APMC,1,239,22.84,24.78,-1.93
tomato,3349.0,Ranaghat APMC,4,236,33.81,38.32,-4.51
tomato,3349.0,Ranaghat APMC,13,227,30.08,35.92,-5.84
tomato,3349.0,Ranaghat APMC,26,214,42.45,40.15,2.3
tomato,3350.0,Chakdah APMC,1,239,23.05,25.06,-2.01
tomato,3350.0,Chakdah APMC,4,236,34.17,38.6,-4.43
tomato,3350.0,Chakdah APMC,13,227,30.98,36.14,-5.15
tomato,3350.0,Chakdah APMC,26,214,44.76,41.08,3.68
tomato,3352.0,Garbeta(Medinipur) APMC,1,240,21.4,21.98,-0.58
tomato,3352.0,Garbeta(Medinipur) APMC,4,237,31.77,35.23,-3.46
tomato,3352.0,Garbeta(Medinipur) APMC,13,228,29.95,34.01,-4.07
tomato,3352.0,Garbeta(Medinipur) APMC,26,215,38.79,38.22,0.57
tomato,3354.0,Kasipur APMC,1,36,19.81,21.81,-2.0
tomato,3354.0,Kasipur APMC,4,33,28.3,31.3,-3.0
tomato,3354.0,Kasipur APMC,13,24,17.6,19.57,-1.97
tomato,3354.0,Kasipur APMC,26,11,52.75,50.62,2.13
tomato,3355.0,Sainthia APMC,1,240,23.73,24.74,-1.01
tomato,3355.0,Sainthia APMC,4,237,32.13,35.91,-3.78
tomato,3355.0,Sainthia APMC,13,228,29.89,33.98,-4.09
tomato,3355.0,Sainthia APMC,26,215,37.61,37.12,0.49
tomato,3374.0,Vankaner(Sub yard) APMC,1,154,27.22,30.94,-3.72
tomato,3374.0,Vankaner(Sub yard) APMC,4,148,40.24,47.77,-7.53
tomato,3374.0,Vankaner(Sub yard) APMC,13,130,45.2,53.12,-7.91
tomato,3374.0,Vankaner(Sub yard) APMC,26,114,42.28,51.82,-9.53
tomato,3393.0,Broadway market Market,1,137,17.89,19.69,-1.8
tomato,3393.0,Broadway market Market,4,134,30.31,33.17,-2.87
tomato,3393.0,Broadway market Market,13,125,27.04,29.31,-2.27
tomato,3393.0,Broadway market Market,26,112,26.48,30.38,-3.9
tomato,3394.0,North Paravur Market,1,138,17.97,19.26,-1.29
tomato,3394.0,North Paravur Market,4,135,30.69,32.97,-2.28
tomato,3394.0,North Paravur Market,13,126,29.08,30.85,-1.77
tomato,3394.0,North Paravur Market,26,113,27.41,30.54,-3.13
tomato,3445.0,APMC Azadpur,1,240,27.55,26.83,0.72
tomato,3445.0,APMC Azadpur,4,237,41.5,38.03,3.46
tomato,3445.0,APMC Azadpur,13,228,39.35,36.29,3.06
tomato,3445.0,APMC Azadpur,26,215,52.24,41.7,10.54
tomato,3449.0,Pune(Manjri) APMC,1,240,32.41,31.12,1.29
tomato,3449.0,Pune(Manjri) APMC,4,237,46.14,43.76,2.38
tomato,3449.0,Pune(Manjri) APMC,13,228,46.43,44.85,1.58
tomato,3449.0,Pune(Manjri) APMC,26,215,49.35,46.83,2.52
tomato,3450.0,Pune(Moshi) APMC,1,240,33.0,32.5,0.5
tomato,3450.0,Pune(Moshi) APMC,4,237,48.88,44.98,3.9
tomato,3450.0,Pune(Moshi) APMC,13,228,49.64,46.1,3.54
tomato,3450.0,Pune(Moshi) APMC,26,215,55.6,49.05,6.55
tomato,3452.0,Agriculture Produce Market Committee Hingna,1,191,32.24,32.18,0.06
tomato,3452.0,Agriculture Produce Market Committee Hingna,4,188,42.88,42.35,0.53
tomato,3452.0,Agriculture Produce Market Committee Hingna,13,179,46.96,46.88,0.08
tomato,3452.0,Agriculture Produce Market Committee Hingna,26,166,57.34,49.8,7.54
tomato,3517.0,PMY Kangni Mandi,1,38,28.26,27.29,0.98
tomato,3517.0,PMY Kangni Mandi,4,35,30.24,31.43,-1.19
tomato,3517.0,PMY Kangni Mandi,13,26,36.48,32.99,3.49
tomato,3517.0,PMY Kangni Mandi,26,13,46.19,43.66,2.53
tomato,3626.0,Dablirathan APMC,1,69,20.74,20.29,0.45
tomato,3626.0,Dablirathan APMC,4,66,25.88,26.53,-0.65
tomato,3626.0,Dablirathan APMC,13,57,36.12,31.46,4.65
tomato,3626.0,Dablirathan APMC,26,44,47.65,42.73,4.92
tomato,3673.0,Boxonagar,1,240,21.02,21.73,-0.72
tomato,3673.0,Boxonagar,4,237,30.94,33.42,-2.48
tomato,3673.0,Boxonagar,13,228,31.31,32.82,-1.51
tomato,3673.0,Boxonagar,26,215,39.67,36.2,3.48
tomato,3680.0,Kadamtala,1,240,20.02,19.55,0.47
tomato,3680.0,Kadamtala,4,237,29.12,30.06,-0.94
tomato,3680.0,Kadamtala,13,228,30.71,29.32,1.39
tomato,3680.0,Kadamtala,26,215,38.31,30.5,7.81
tomato,4055.0,Ariyalur(Uzhavar Sandhai),1,107,22.53,23.33,-0.8
tomato,4055.0,Ariyalur(Uzhavar Sandhai),4,104,34.33,36.88,-2.55
tomato,4055.0,Ariyalur(Uzhavar Sandhai),13,95,27.82,31.93,-4.11
tomato,4055.0,Ariyalur(Uzhavar Sandhai),26,82,35.67,37.53,-1.86
tomato,4056.0,Jeyankondam (Uzhavar Sandhai ),1,107,19.07,20.57,-1.51
tomato,4056.0,Jeyankondam (Uzhavar Sandhai ),4,104,32.16,35.1,-2.94
tomato,4056.0,Jeyankondam (Uzhavar Sandhai ),13,95,30.06,33.21,-3.15
tomato,4056.0,Jeyankondam (Uzhavar Sandhai ),26,82,36.33,37.42,-1.09
tomato,4057.0,RSPuram(Uzhavar Sandhai ),1,77,28.46,27.93,0.53
tomato,4057.0,RSPuram(Uzhavar Sandhai ),4,71,32.98,31.86,1.12
tomato,4057.0,RSPuram(Uzhavar Sandhai ),13,53,32.35,31.96,0.39
tomato,4057.0,RSPuram(Uzhavar Sandhai ),26,29,14.45,14.29,0.15
tomato,4058.0,Singanallur(Uzhavar Sandhai ),1,107,25.83,26.52,-0.69
tomato,4058.0,Singanallur(Uzhavar Sandhai ),4,104,30.31,31.78,-1.47
tomato,4058.0,Singanallur(Uzhavar Sandhai ),13,95,32.1,34.34,-2.23
tomato,4058.0,Singanallur(Uzhavar Sandhai ),26,82,31.95,33.6,-1.65
tomato,4059.0,Pollachi(Uzhavar Sandhai ),1,107,28.74,28.38,0.36
tomato,4059.0,Pollachi(Uzhavar Sandhai ),4,104,34.81,35.1,-0.29
tomato,4059.0,Pollachi(Uzhavar Sandhai ),13,95,36.22,37.32,-1.11
tomato,4059.0,Pollachi(Uzhavar Sandhai ),26,82,35.34,36.45,-1.11
tomato,4060.0,Mettupalayam(Uzhavar Sandhai ),1,107,25.23,25.76,-0.52
tomato,4060.0,Mettupalayam(Uzhavar Sandhai ),4,104,32.31,33.44,-1.13
tomato,4060.0,Mettupalayam(Uzhavar Sandhai ),13,95,32.23,34.46,-2.22
tomato,4060.0,Mettupalayam(Uzhavar Sandhai ),26,82,34.62,35.3,-0.67
tomato,4061.0,Kurichi(Uzhavar Sandhai ),1,90,26.84,26.29,0.55
tomato,4061.0,Kurichi(Uzhavar Sandhai ),4,84,27.97,27.89,0.08
tomato,4061.0,Kurichi(Uzhavar Sandhai ),13,66,27.95,27.64,0.32
tomato,4061.0,Kurichi(Uzhavar Sandhai ),26,54,18.41,20.5,-2.1
tomato,4062.0,Sulur(Uzhavar Sandhai ),1,107,25.01,25.24,-0.23
tomato,4062.0,Sulur(Uzhavar Sandhai ),4,104,29.34,30.32,-0.97
tomato,4062.0,Sulur(Uzhavar Sandhai ),13,95,32.15,33.86,-1.71
tomato,4062.0,Sulur(Uzhavar Sandhai ),26,82,30.23,31.9,-1.67
tomato,4063.0,Vadavalli(Uzhavar Sandhai ),1,107,26.72,26.76,-0.05
tomato,4063.0,Vadavalli(Uzhavar Sandhai ),4,104,31.42,32.18,-0.76
tomato,4063.0,Vadavalli(Uzhavar Sandhai ),13,95,34.68,36.35,-1.67
tomato,4063.0,Vadavalli(Uzhavar Sandhai ),26,82,32.62,33.63,-1.01
tomato,4064.0,Sundarapuram(Uzhavar Sandhai ),1,80,26.17,25.72,0.45
tomato,4064.0,Sundarapuram(Uzhavar Sandhai ),4,74,29.64,29.55,0.09
tomato,4064.0,Sundarapuram(Uzhavar Sandhai ),13,56,26.76,26.47,0.29
tomato,4064.0,Sundarapuram(Uzhavar Sandhai ),26,34,16.02,17.56,-1.54
tomato,4065.0,Cuddalore(Uzhavar Sandhai ),1,107,23.01,24.04,-1.03
tomato,4065.0,Cuddalore(Uzhavar Sandhai ),4,104,30.41,32.22,-1.81
tomato,4065.0,Cuddalore(Uzhavar Sandhai ),13,95,31.97,33.67,-1.71
tomato,4065.0,Cuddalore(Uzhavar Sandhai ),26,82,35.51,36.12,-0.61
tomato,4066.0,Chidambaram(Uzhavar Sandhai ),1,96,22.0,21.57,0.43
tomato,4066.0,Chidambaram(Uzhavar Sandhai ),4,90,31.25,32.35,-1.11
tomato,4066.0,Chidambaram(Uzhavar Sandhai ),13,77,26.49,28.08,-1.59
tomato,4066.0,Chidambaram(Uzhavar Sandhai ),26,64,31.73,32.75,-1.02
tomato,4067.0,Viruthachalam(Uzhavar Sandhai ),1,107,22.71,24.44,-1.73
tomato,4067.0,Viruthachalam(Uzhavar Sandhai ),4,104,30.14,33.18,-3.04
tomato,4067.0,Viruthachalam(Uzhavar Sandhai ),13,95,30.45,33.33,-2.88
tomato,4067.0,Viruthachalam(Uzhavar Sandhai ),26,82,33.03,35.0,-1.97
tomato,4068.0,Panruti(Uzhavar Sandhai ),1,107,21.24,21.87,-0.63
tomato,4068.0,Panruti(Uzhavar Sandhai ),4,104,30.01,30.94,-0.93
tomato,4068.0,Panruti(Uzhavar Sandhai ),13,95,31.09,32.23,-1.14
tomato,4068.0,Panruti(Uzhavar Sandhai ),26,82,31.64,32.6,-0.96
tomato,4069.0,Vadalur(Uzhavar Sandhai ),1,26,25.62,25.41,0.2
tomato,4069.0,Vadalur(Uzhavar Sandhai ),4,23,41.04,40.64,0.41
tomato,4069.0,Vadalur(Uzhavar Sandhai ),13,14,49.82,47.69,2.13
tomato,4070.0,Dharmapuri(Uzhavar Sandhai ),1,107,30.27,30.04,0.24
tomato,4070.0,Dharmapuri(Uzhavar Sandhai ),4,104,39.92,36.82,3.1
tomato,4070.0,Dharmapuri(Uzhavar Sandhai ),13,95,41.31,39.55,1.76
tomato,4070.0,Dharmapuri(Uzhavar Sandhai ),26,82,47.56,43.74,3.82
tomato,4071.0,Pennagaram(Uzhavar Sandhai ),1,107,30.37,29.25,1.11
tomato,4071.0,Pennagaram(Uzhavar Sandhai ),4,104,41.12,37.05,4.07
tomato,4071.0,Pennagaram(Uzhavar Sandhai ),13,95,40.47,38.7,1.76
tomato,4071.0,Pennagaram(Uzhavar Sandhai ),26,82,44.78,41.22,3.56
tomato,4072.0,Palacode(Uzhavar Sandhai ),1,85,29.78,29.75,0.02
tomato,4072.0,Palacode(Uzhavar Sandhai ),4,76,40.91,35.76,5.15
tomato,4072.0,Palacode(Uzhavar Sandhai ),13,65,46.96,41.38,5.58
tomato,4072.0,Palacode(Uzhavar Sandhai ),26,47,40.92,35.96,4.96
tomato,4073.0,Harur(Uzhavar Sandhai ),1,107,23.97,25.38,-1.4
tomato,4073.0,Harur(Uzhavar Sandhai ),4,104,34.47,33.22,1.25
tomato,4073.0,Harur(Uzhavar Sandhai ),13,95,37.3,36.7,0.6
tomato,4073.0,Harur(Uzhavar Sandhai ),26,82,41.53,37.77,3.76
tomato,4074.0,AJattihalli(Uzhavar Sandhai ),1,97,28.1,27.15,0.95
tomato,4074.0,AJattihalli(Uzhavar Sandhai ),4,91,37.41,33.26,4.14
tomato,4074.0,AJattihalli(Uzhavar Sandhai ),13,79,40.51,37.32,3.19
tomato,4074.0,AJattihalli(Uzhavar Sandhai ),26,66,46.54,40.69,5.86
tomato,4075.0,Dindigul(Uzhavar Sandhai ),1,107,22.63,23.25,-0.63
tomato,4075.0,Dindigul(Uzhavar Sandhai ),4,104,30.89,32.01,-1.13
tomato,4075.0,Dindigul(Uzhavar Sandhai ),13,95,30.91,33.51,-2.6
tomato,4075.0,Dindigul(Uzhavar Sandhai ),26,82,34.23,35.63,-1.39
tomato,4076.0,Palani(Uzhavar Sandhai ),1,107,29.27,28.53,0.74
tomato,4076.0,Palani(Uzhavar Sandhai ),4,104,35.57,33.13,2.44
tomato,4076.0,Palani(Uzhavar Sandhai ),13,95,34.65,34.33,0.31
tomato,4076.0,Palani(Uzhavar Sandhai ),26,82,39.11,35.55,3.56
tomato,4077.0,Chinnalapatti(Uzhavar Sandhai ),1,107,24.34,25.2,-0.86
tomato,4077.0,Chinnalapatti(Uzhavar Sandhai ),4,104,31.58,32.84,-1.26
tomato,4077.0,Chinnalapatti(Uzhavar Sandhai ),13,95,31.31,34.49,-3.18
tomato,4077.0,Chinnalapatti(Uzhavar Sandhai ),26,82,34.3,36.2,-1.9
tomato,4080.0,Vedasanthur(Uzhavar Sandhai ),1,107,27.64,27.37,0.27
tomato,4080.0,Vedasanthur(Uzhavar Sandhai ),4,104,37.74,35.82,1.92
tomato,4080.0,Vedasanthur(Uzhavar Sandhai ),13,95,37.15,37.01,0.14
tomato,4080.0,Vedasanthur(Uzhavar Sandhai ),26,82,41.95,38.37,3.58
tomato,4081.0,Sampath Nagar(Uzhavar Sandhai ),1,81,26.05,26.92,-0.87
tomato,4081.0,Sampath Nagar(Uzhavar Sandhai ),4,75,34.07,34.48,-0.41
tomato,4081.0,Sampath Nagar(Uzhavar Sandhai ),13,57,36.45,36.28,0.16
tomato,4081.0,Sampath Nagar(Uzhavar Sandhai ),26,34,30.81,26.79,4.02
tomato,4082.0,Gobichettipalayam(Uzhavar Sandhai ),1,107,24.3,25.73,-1.43
tomato,4082.0,Gobichettipalayam(Uzhavar Sandhai ),4,104,32.29,33.62,-1.34
tomato,4082.0,Gobichettipalayam(Uzhavar Sandhai ),13,95,31.86,34.58,-2.72
tomato,4082.0,Gobichettipalayam(Uzhavar Sandhai ),26,82,35.66,35.44,0.22
tomato,4083.0,Sathiyamagalam(Uzhavar Sandhai ),1,78,25.26,25.42,-0.16
tomato,4083.0,Sathiyamagalam(Uzhavar Sandhai ),4,71,33.98,33.72,0.26
tomato,4083.0,Sathiyamagalam(Uzhavar Sandhai ),13,56,33.92,33.46,0.45
tomato,4083.0,Sathiyamagalam(Uzhavar Sandhai ),26,35,17.78,18.04,-0.26
tomato,4084.0,Periyar Nagar(Uzhavar Sandhai ),1,107,26.04,26.75,-0.71
tomato,4084.0,Periyar Nagar(Uzhavar Sandhai ),4,104,32.13,32.82,-0.7
tomato,4084.0,Periyar Nagar(Uzhavar Sandhai ),13,95,31.98,33.67,-1.68
tomato,4084.0,Periyar Nagar(Uzhavar Sandhai ),26,82,36.69,34.92,1.77
tomato,4085.0,Perundurai(Uzhavar Sandhai ),1,107,23.49,24.13,-0.65
