state,state_code,year,month,wage_agri_men,wage_agri_women,wage_source
Andhra Pradesh,AP,2017,1,286.1,189.6,direct
Andhra Pradesh,AP,2017,2,283,193.4,direct
Andhra Pradesh,AP,2017,3,284.7,199,direct
Andhra Pradesh,AP,2017,4,278,202,direct
Andhra Pradesh,AP,2017,5,277.9,201.1,direct
Andhra Pradesh,AP,2017,6,271.4,197.5,direct
Andhra Pradesh,AP,2017,7,274.2,199.2,direct
Andhra Pradesh,AP,2017,8,270.8,200.4,direct
Andhra Pradesh,AP,2017,9,276.9,204.5,direct
Andhra Pradesh,AP,2017,10,280.3,201.6,direct
Andhra Pradesh,AP,2017,11,281.4,197.9,direct
Andhra Pradesh,AP,2017,12,284.8,202.7,direct
Andhra Pradesh,AP,2018,1,291.9,204.9,direct
Andhra Pradesh,AP,2018,2,293.2,209.5,direct
Andhra Pradesh,AP,2018,3,297.9,207.4,direct
Andhra Pradesh,AP,2018,4,298.9,207.9,direct
Andhra Pradesh,AP,2018,5,301.4,210.2,direct
Andhra Pradesh,AP,2018,6,290.8,208.6,direct
Andhra Pradesh,AP,2018,7,297.2,214.9,direct
Andhra Pradesh,AP,2018,8,304.7,216.5,direct
Andhra Pradesh,AP,2018,9,304.8,217,direct
Andhra Pradesh,AP,2018,10,302.4,220,direct
Andhra Pradesh,AP,2018,11,299.3,216.8,direct
Andhra Pradesh,AP,2018,12,301.9,218,direct
Andhra Pradesh,AP,2019,1,306.6,222.6,direct
Andhra Pradesh,AP,2019,2,309.2,229.3,direct
Andhra Pradesh,AP,2019,3,314.7,226.9,direct
Andhra Pradesh,AP,2019,4,314.3,225.1,direct
Andhra Pradesh,AP,2019,5,324.3,229.7,direct
Andhra Pradesh,AP,2019,6,321.4,229.8,direct
Andhra Pradesh,AP,2019,7,323.5,231.6,direct
Andhra Pradesh,AP,2019,8,326.4,227.7,direct
Andhra Pradesh,AP,2019,9,331.1,229.2,direct
Andhra Pradesh,AP,2019,10,332,221.2,direct
Andhra Pradesh,AP,2019,11,327.5,232.9,direct
Andhra Pradesh,AP,2019,12,341.5,232.5,direct
Andhra Pradesh,AP,2020,1,336.9,241.2,direct
Andhra Pradesh,AP,2020,2,337.6,244.4,direct
Andhra Pradesh,AP,2020,3,336.4,246.9,direct
Andhra Pradesh,AP,2020,5,,,direct
Andhra Pradesh,AP,2020,6,335.4,251.4,direct
Andhra Pradesh,AP,2020,7,342.2,255.4,direct
Andhra Pradesh,AP,2020,8,341.1,249.8,direct
Andhra Pradesh,AP,2020,9,343.8,251.8,direct
Andhra Pradesh,AP,2020,10,343.2,251.3,direct
Andhra Pradesh,AP,2020,11,347.1,260.6,direct
Andhra Pradesh,AP,2020,12,351.2,266.9,direct
Andhra Pradesh,AP,2021,1,355,265.2,direct
Andhra Pradesh,AP,2021,2,358.3,271.4,direct
Andhra Pradesh,AP,2021,3,354.6,274.6,direct
Andhra Pradesh,AP,2021,4,362.7,275.3,direct
Andhra Pradesh,AP,2021,5,357.8,275.8,direct
Andhra Pradesh,AP,2021,6,357.4,275.4,direct
Andhra Pradesh,AP,2021,7,359.5,278.9,direct
Andhra Pradesh,AP,2021,8,360.6,281.9,direct
Andhra Pradesh,AP,2021,9,364.5,276.6,direct
Andhra Pradesh,AP,2021,10,370.2,279.1,direct
Andhra Pradesh,AP,2021,11,376.7,281,direct
Andhra Pradesh,AP,2021,12,380.6,286.7,direct
Andhra Pradesh,AP,2022,1,377,287.8,direct
Andhra Pradesh,AP,2022,2,387.8,290.3,direct
Andhra Pradesh,AP,2022,3,401.3,296.9,direct
Andhra Pradesh,AP,2022,4,406.5,299.9,direct
Andhra Pradesh,AP,2022,5,404.3,298.2,direct
Andhra Pradesh,AP,2022,6,409.4,303.7,direct
Andhra Pradesh,AP,2022,7,415.2,318.3,direct
Andhra Pradesh,AP,2022,8,417.9,309.8,direct
Andhra Pradesh,AP,2022,9,421.1,312.9,direct
Andhra Pradesh,AP,2022,10,426.2,315.3,direct
Andhra Pradesh,AP,2022,11,430.6,316.1,direct
Andhra Pradesh,AP,2022,12,431.9,318.7,direct
Andhra Pradesh,AP,2023,1,431.9,319.3,direct
Andhra Pradesh,AP,2023,2,438.2,324.1,direct
Andhra Pradesh,AP,2023,3,441.9,325.9,direct
Andhra Pradesh,AP,2023,4,446.6,329.8,direct
Andhra Pradesh,AP,2023,5,453.5,335.5,direct
Andhra Pradesh,AP,2023,6,457.1,338.1,direct
Andhra Pradesh,AP,2023,7,463.4,344.1,direct
Andhra Pradesh,AP,2023,8,467.3,344.9,direct
Andhra Pradesh,AP,2023,9,479.8,346.4,direct
Andhra Pradesh,AP,2023,10,481.5,347.9,direct
Andhra Pradesh,AP,2023,11,484.5,350.8,direct
Andhra Pradesh,AP,2023,12,476,352.2,direct
Andhra Pradesh,AP,2024,1,480,355.5,direct
Andhra Pradesh,AP,2024,2,481.4,357.3,direct
Andhra Pradesh,AP,2024,3,500.6,362.1,direct
Andhra Pradesh,AP,2024,4,500.6,362.1,direct
Andhra Pradesh,AP,2024,5,504.1,363.5,direct
Andhra Pradesh,AP,2024,6,507.1,364.4,direct
Andhra Pradesh,AP,2024,7,514.7,366.7,direct
Andhra Pradesh,AP,2024,8,519,367.9,direct
Andhra Pradesh,AP,2024,9,520.8,368.6,direct
Andhra Pradesh,AP,2024,10,522.6,369.1,direct
Andhra Pradesh,AP,2024,11,524.7,371.1,direct
Andhra Pradesh,AP,2024,12,525.9,373.6,direct
Andhra Pradesh,AP,2025,1,527.5,374.6,direct
Andhra Pradesh,AP,2025,2,528.8,377.1,direct
Andhra Pradesh,AP,2025,3,531.6,379.2,direct
Andhra Pradesh,AP,2025,4,533,379.7,direct
Andhra Pradesh,AP,2025,5,535.4,379.8,direct
Andhra Pradesh,AP,2025,6,539.3,382.2,direct
Andhra Pradesh,AP,2025,7,646.5,438.3,direct
Andhra Pradesh,AP,2025,8,653.8,443.5,direct
Andhra Pradesh,AP,2025,9,654.1,443.2,direct
Andhra Pradesh,AP,2025,10,658.8,431.6,direct
Andhra Pradesh,AP,2025,11,636.4,433,direct
Andhra Pradesh,AP,2025,12,756.2,777.8,direct
Andhra Pradesh,AP,2026,1,756.2,777.8,direct
Andhra Pradesh,AP,2026,2,756.2,777.8,direct
Andhra Pradesh,AP,2026,3,756.2,777.8,direct
Assam,AS,2017,1,250.8,226,direct
Assam,AS,2017,2,252.7,227.5,direct
Assam,AS,2017,3,249.4,230.2,direct
Assam,AS,2017,4,249.7,229.7,direct
Assam,AS,2017,5,249.5,226.2,direct
Assam,AS,2017,6,249.1,229.7,direct
Assam,AS,2017,7,247.2,227.5,direct
Assam,AS,2017,8,243.3,222.3,direct
Assam,AS,2017,9,250.9,227.5,direct
Assam,AS,2017,10,256.5,230.6,direct
Assam,AS,2017,11,258.2,230.8,direct
Assam,AS,2017,12,255.5,230.8,direct
Assam,AS,2018,1,256.2,230.8,direct
Assam,AS,2018,2,266.4,241.8,direct
Assam,AS,2018,3,266.3,239,direct
Assam,AS,2018,4,267.7,240.7,direct
Assam,AS,2018,5,266.9,241.7,direct
Assam,AS,2018,6,269.2,241.7,direct
Assam,AS,2018,7,273.4,242.3,direct
Assam,AS,2018,8,273.3,242.5,direct
Assam,AS,2018,9,263,230.8,direct
Assam,AS,2018,10,258.4,233.8,direct
Assam,AS,2018,11,261.3,232.8,direct
Assam,AS,2018,12,260.2,231.7,direct
Assam,AS,2019,1,262.8,232.1,direct
Assam,AS,2019,2,261.8,232.1,direct
Assam,AS,2019,3,261.5,232.1,direct
Assam,AS,2019,4,259.9,232.7,direct
Assam,AS,2019,5,262,232.7,direct
Assam,AS,2019,6,279.2,232.7,direct
Assam,AS,2019,7,281.4,232.6,direct
Assam,AS,2019,8,281.8,235.2,direct
Assam,AS,2019,9,284.1,235.2,direct
Assam,AS,2019,10,283.9,235.4,direct
Assam,AS,2019,11,287.9,235.2,direct
Assam,AS,2019,12,290.5,243.2,direct
Assam,AS,2020,1,292.5,247,direct
Assam,AS,2020,2,291,251.6,direct
Assam,AS,2020,3,291.2,250.2,direct
Assam,AS,2020,5,,,direct
Assam,AS,2020,6,376.7,,direct
Assam,AS,2020,7,286.4,260.5,direct
Assam,AS,2020,8,289.7,262.6,direct
Assam,AS,2020,9,283.4,252.9,direct
Assam,AS,2020,10,293.9,250.4,direct
Assam,AS,2020,11,298.6,249.3,direct
Assam,AS,2020,12,303.3,251.7,direct
Assam,AS,2021,1,301.4,248.6,direct
Assam,AS,2021,2,300,248.6,direct
Assam,AS,2021,3,299.1,248.6,direct
Assam,AS,2021,4,298.8,249.4,direct
Assam,AS,2021,5,301.9,255.1,direct
Assam,AS,2021,6,301.9,255.1,direct
Assam,AS,2021,7,302.5,256.6,direct
Assam,AS,2021,8,305.1,256.9,direct
Assam,AS,2021,9,315.6,267.5,direct
Assam,AS,2021,10,315.7,266.6,direct
Assam,AS,2021,11,317.2,266.6,direct
Assam,AS,2021,12,318.9,268.8,direct
Assam,AS,2022,1,319.3,268.8,direct
Assam,AS,2022,2,320.9,274.3,direct
Assam,AS,2022,3,316.3,279.4,direct
Assam,AS,2022,4,316.3,279.4,direct
Assam,AS,2022,5,318.1,279.4,direct
Assam,AS,2022,6,319,281.4,direct
Assam,AS,2022,7,322.1,282.4,direct
Assam,AS,2022,8,322.1,282.7,direct
Assam,AS,2022,9,322.1,282.7,direct
Assam,AS,2022,10,324.6,291.8,direct
Assam,AS,2022,11,325.9,291.8,direct
Assam,AS,2022,12,325.9,292.2,direct
Assam,AS,2023,1,326.3,292.6,direct
Assam,AS,2023,2,332,299.6,direct
Assam,AS,2023,3,335.2,304.5,direct
Assam,AS,2023,4,337.2,305,direct
Assam,AS,2023,5,341,307.2,direct
Assam,AS,2023,6,345,307.6,direct
Assam,AS,2023,7,346.8,307.6,direct
Assam,AS,2023,8,347.9,307.6,direct
Assam,AS,2023,9,348.8,307.6,direct
Assam,AS,2023,10,351,308.3,direct
Assam,AS,2023,11,360.5,316.6,direct
Assam,AS,2023,12,365.7,316.6,direct
Assam,AS,2024,1,369,323.3,direct
Assam,AS,2024,2,370.2,323.3,direct
Assam,AS,2024,3,372.1,324,direct
Assam,AS,2024,4,372.1,324,direct
Assam,AS,2024,5,373.5,324,direct
Assam,AS,2024,6,373.5,324,direct
Assam,AS,2024,7,375,324,direct
Assam,AS,2024,8,379.3,326.6,direct
Assam,AS,2024,9,382.4,328.7,direct
Assam,AS,2024,10,385.2,330.7,direct
Assam,AS,2024,11,387.6,335,direct
Assam,AS,2024,12,389.7,339.2,direct
Assam,AS,2025,1,390.7,342.6,direct
Assam,AS,2025,2,395.2,346,direct
Assam,AS,2025,3,396.3,348.5,direct
Assam,AS,2025,4,401.3,348.5,direct
Assam,AS,2025,5,404.3,351.1,direct
Assam,AS,2025,6,405.5,352.5,direct
Assam,AS,2025,7,445.1,351.6,direct
Assam,AS,2025,8,443.8,354.8,direct
Assam,AS,2025,9,438.5,358.1,direct
Assam,AS,2025,10,439.9,363.8,direct
Assam,AS,2025,11,449.4,378.7,direct
Assam,AS,2025,12,636.9,435.7,direct
Assam,AS,2026,1,637.1,433.7,direct
Assam,AS,2026,2,636.7,432.2,direct
Assam,AS,2026,3,638.6,432.7,direct
Bihar,BI,2017,1,238.5,193.5,direct
Bihar,BI,2017,2,239.4,194.9,direct
Bihar,BI,2017,3,239.1,195,direct
Bihar,BI,2017,4,239.8,194.9,direct
Bihar,BI,2017,5,240.6,196.2,direct
Bihar,BI,2017,6,240.6,196.2,direct
Bihar,BI,2017,7,242.7,196.8,direct
Bihar,BI,2017,8,244.1,197.5,direct
Bihar,BI,2017,9,243.7,197.5,direct
Bihar,BI,2017,10,243.6,197.6,direct
Bihar,BI,2017,11,244.6,199.3,direct
Bihar,BI,2017,12,244.7,197.7,direct
Bihar,BI,2018,1,247.4,205.5,direct
Bihar,BI,2018,2,249.4,207.7,direct
Bihar,BI,2018,3,251.5,207.2,direct
Bihar,BI,2018,4,251.9,206.5,direct
Bihar,BI,2018,5,251.6,205.9,direct
Bihar,BI,2018,6,252.6,206.2,direct
Bihar,BI,2018,7,253.7,207.2,direct
Bihar,BI,2018,8,256.3,209.6,direct
Bihar,BI,2018,9,256.2,211.9,direct
Bihar,BI,2018,10,257.3,212.5,direct
Bihar,BI,2018,11,256.7,213.9,direct
Bihar,BI,2018,12,257.1,213.7,direct
Bihar,BI,2019,1,261.3,216.8,direct
Bihar,BI,2019,2,262.8,217.4,direct
Bihar,BI,2019,3,263.7,219,direct
Bihar,BI,2019,4,263.4,218.5,direct
Bihar,BI,2019,5,262.9,217.3,direct
Bihar,BI,2019,6,263.2,216.4,direct
Bihar,BI,2019,7,273.6,231.1,direct
Bihar,BI,2019,8,276,234.5,direct
Bihar,BI,2019,9,276.8,234.7,direct
Bihar,BI,2019,10,278.2,236,direct
Bihar,BI,2019,11,279.6,236.8,direct
Bihar,BI,2019,12,279.8,234.9,direct
Bihar,BI,2020,1,288.6,241.4,direct
Bihar,BI,2020,2,286.8,245.7,direct
Bihar,BI,2020,3,286.9,245.3,direct
Bihar,BI,2020,5,,,direct
Bihar,BI,2020,6,283.9,250.1,direct
Bihar,BI,2020,7,288.5,247,direct
Bihar,BI,2020,8,288.1,242.4,direct
Bihar,BI,2020,9,291,241.9,direct
Bihar,BI,2020,10,289.4,242.1,direct
Bihar,BI,2020,11,289.4,242,direct
Bihar,BI,2020,12,286.6,240.1,direct
Bihar,BI,2021,1,287.2,240.9,direct
Bihar,BI,2021,2,289.3,243.3,direct
Bihar,BI,2021,3,289.9,244,direct
Bihar,BI,2021,4,290.9,244.3,direct
Bihar,BI,2021,5,291.5,245.5,direct
Bihar,BI,2021,6,294.1,244.6,direct
Bihar,BI,2021,7,295.8,246.9,direct
Bihar,BI,2021,8,296.6,247.4,direct
Bihar,BI,2021,9,297.4,248.1,direct
Bihar,BI,2021,10,298,248.4,direct
Bihar,BI,2021,11,299.6,250.3,direct
Bihar,BI,2021,12,300.8,251.4,direct
Bihar,BI,2022,1,299.3,251.7,direct
Bihar,BI,2022,2,299.7,251.7,direct
Bihar,BI,2022,3,303.2,253.2,direct
Bihar,BI,2022,4,303.4,253.4,direct
Bihar,BI,2022,5,306.1,255.9,direct
Bihar,BI,2022,6,309.3,256.7,direct
Bihar,BI,2022,7,312.7,256.7,direct
Bihar,BI,2022,8,313.1,256.7,direct
Bihar,BI,2022,9,313.1,256.7,direct
Bihar,BI,2022,10,314.3,257.1,direct
Bihar,BI,2022,11,319.4,258.2,direct
Bihar,BI,2022,12,319.6,258.2,direct
Bihar,BI,2023,1,321.3,260.2,direct
Bihar,BI,2023,2,322.6,260.2,direct
Bihar,BI,2023,3,324.3,261,direct
Bihar,BI,2023,4,326.6,265.5,direct
Bihar,BI,2023,5,331.1,273.8,direct
Bihar,BI,2023,6,333.4,275.2,direct
Bihar,BI,2023,7,334.8,280.4,direct
Bihar,BI,2023,8,336.7,284.5,direct
Bihar,BI,2023,9,339.6,287.1,direct
Bihar,BI,2023,10,339.8,289.1,direct
Bihar,BI,2023,11,340.3,291.1,direct
Bihar,BI,2023,12,343.6,299.4,direct
Bihar,BI,2024,1,345.7,302.1,direct
Bihar,BI,2024,2,350.3,304.4,direct
Bihar,BI,2024,3,354.7,309.6,direct
Bihar,BI,2024,4,354.7,309.6,direct
Bihar,BI,2024,5,357.3,310.8,direct
Bihar,BI,2024,6,358.6,312.5,direct
Bihar,BI,2024,7,362.9,314.4,direct
Bihar,BI,2024,8,367.1,315.2,direct
Bihar,BI,2024,9,368.8,315.2,direct
Bihar,BI,2024,10,369.6,315.2,direct
Bihar,BI,2024,11,370.6,315.8,direct
Bihar,BI,2024,12,370.6,316.2,direct
Bihar,BI,2025,1,375.4,318,direct
Bihar,BI,2025,2,383.2,324.3,direct
Bihar,BI,2025,3,388.3,329.3,direct
Bihar,BI,2025,4,391.7,332.2,direct
Bihar,BI,2025,5,392.1,334.2,direct
Bihar,BI,2025,6,392.1,334.2,direct
Bihar,BI,2025,7,399.5,293.1,direct
Bihar,BI,2025,8,400.3,295.5,direct
Bihar,BI,2025,9,400.9,298.8,direct
Bihar,BI,2025,10,400.9,298.8,direct
Bihar,BI,2025,11,400.9,298.8,direct
Bihar,BI,2025,12,521.3,407.5,direct
Bihar,BI,2026,1,521.3,407.5,direct
Bihar,BI,2026,2,521.3,407.5,direct
Bihar,BI,2026,3,521.3,407.5,direct
Chandigarh,CH,2017,1,280.4,196,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,2,280.3,196.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,3,280.9,199.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,4,282.7,202.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,5,282.8,203.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,6,282.7,203.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,7,285.4,204.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,8,285.9,206.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,9,287.3,206.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,10,287.5,206.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,11,285.8,205.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2017,12,287.8,205.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,1,285.1,206.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,2,286.6,207.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,3,287.3,207.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,4,288.3,208.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,5,288.8,210.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,6,292.3,210.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,7,292.4,211.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,8,296.3,211.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,9,297.7,212.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,10,299.8,215.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,11,300.4,216.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2018,12,298.9,216.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,1,300,217.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,2,301.2,218.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,3,302.2,220.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,4,302.3,220.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,5,303.7,220.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,6,304.5,220.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,7,306.1,223.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,8,304.4,221.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,9,306.4,222.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,10,306.8,223,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,11,307.3,223.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2019,12,307,225.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,1,311.4,229.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,2,312.7,230.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,3,312.8,231.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,5,312.4,241.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,6,321.8,242,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,7,327.5,237.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,8,325.3,235.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,9,322.9,234,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,10,322.6,234.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,11,325.9,237.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2020,12,326.8,240.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,1,330,239.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,2,333.2,241.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,3,337.3,245.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,4,339.3,246,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,5,339.9,246.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,6,341.3,247.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,7,341.8,250.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,8,342.8,249.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,9,344.5,251.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,10,341.6,252.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,11,341.6,252.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2021,12,343.1,253.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,1,343.5,254,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,2,347.7,256.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,3,350.6,259.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,4,353,261.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,5,354.1,263.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,6,356,264.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,7,358.3,266.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,8,359.5,267.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,9,361,269.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,10,363.7,270.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,11,367.2,272.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2022,12,369,273.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,1,370,276,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,2,371.2,277.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,3,372.5,278.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,4,373.8,280,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,5,376.8,283.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,6,385.1,285.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,7,387.3,290.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,8,388.5,290.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,9,388.7,291.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,10,390,293.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,11,392.2,296,India (no regional proxy - All-India fallback)
Chandigarh,CH,2023,12,393.8,298.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,1,395.1,299.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,2,396.1,300.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,3,398.8,302.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,4,398.8,302.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,5,401.1,304.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,6,404,306,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,7,405.7,308.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,8,410,310.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,9,412.6,311.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,10,414.3,312.5,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,11,417.1,313.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2024,12,419,315.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,1,420.9,317.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,2,423.2,318.8,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,3,425.9,320.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,4,428.9,322.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,5,431.5,324.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,6,434.3,327.4,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,7,494.4,370.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,8,496.4,370.7,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,9,499.3,371.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,10,501,372.3,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,11,501.6,373.2,India (no regional proxy - All-India fallback)
Chandigarh,CH,2025,12,501.7,374.6,India (no regional proxy - All-India fallback)
Chandigarh,CH,2026,1,502.2,376.1,India (no regional proxy - All-India fallback)
Chandigarh,CH,2026,2,503.3,377.9,India (no regional proxy - All-India fallback)
Chandigarh,CH,2026,3,504.1,378.4,India (no regional proxy - All-India fallback)
Chattisgarh,CG,2017,1,184.2,164.9,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,2,184.1,163.9,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,3,188.2,165.6,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,4,192.5,169.1,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,5,188.6,170.9,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,6,189.9,170.2,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,7,192,173,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,8,192.1,174.3,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,9,191.9,174.2,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,10,192.6,173.4,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,11,190,172,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2017,12,190.1,173.5,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,1,193.5,181.6,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,2,196.7,174.6,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,3,193.4,174.7,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,4,192.8,175.2,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,5,193.6,175.7,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,6,193.7,173.7,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,7,197.4,175.5,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,8,196.4,172.2,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,9,200.8,179,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,10,199,176.4,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,11,198.7,176.4,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2018,12,198.1,176.6,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2019,1,198.3,178.5,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2019,2,198.5,177.5,Madhya Pradesh (parent-state proxy (split Nov-2000))
Chattisgarh,CG,2019,3,199.7,184.6,Madhya Pradesh (parent-state proxy (split Nov-2000))
