state,state_code,district_raw,district_norm,date,trigger1,fetch_status
Rajasthan,C91S22,KOTA,KOTA,2024-09-01,No,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2024-09-01,No,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2024-09-01,No,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2024-09-01,Yes,ok
Rajasthan,C91S22,PALI,PALI,2024-09-01,No,ok
Rajasthan,C91S22,PHALODI,PHALODI,2024-09-01,No,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2024-09-01,No,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2024-09-01,No,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2024-09-01,Yes,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2024-09-01,Yes,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2024-09-01,No,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2024-09-01,No,ok
Rajasthan,C91S22,SIKAR,SIKAR,2024-09-01,No,ok
Rajasthan,C91S22,SIROHI,SIROHI,2024-09-01,Yes,ok
Rajasthan,C91S22,TONK,TONK,2024-09-01,No,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2024-09-01,Yes,ok
Rajasthan,C91S22,Disputed,DISPUTED,2024-09-01,Yes,ok
Rajasthan,C91S22,AJMER,AJMER,2024-09-16,No,ok
Rajasthan,C91S22,ALWAR,ALWAR,2024-09-16,No,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2024-09-16,No,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2024-09-16,No,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2024-09-16,No,ok
Rajasthan,C91S22,BARAN,BARAN,2024-09-16,No,ok
Rajasthan,C91S22,BARMER,BARMER,2024-09-16,No,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2024-09-16,No,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2024-09-16,No,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2024-09-16,No,ok
Rajasthan,C91S22,BIKANER,BIKANER,2024-09-16,No,ok
Rajasthan,C91S22,BUNDI,BUNDI,2024-09-16,No,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2024-09-16,No,ok
Rajasthan,C91S22,CHURU,CHURU,2024-09-16,No,ok
Rajasthan,C91S22,DAUSA,DAUSA,2024-09-16,No,ok
Rajasthan,C91S22,DEEG,DEEG,2024-09-16,Yes,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2024-09-16,No,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2024-09-16,No,ok
Rajasthan,C91S22,DUDU,DUDU,2024-09-16,No,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2024-09-16,Yes,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2024-09-16,No,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2024-09-16,No,ok
Rajasthan,C91S22,HANUMANGARH,HANUMANGARH,2024-09-16,No,ok
Rajasthan,C91S22,JAIPUR,JAIPUR,2024-09-16,Yes,ok
Rajasthan,C91S22,JAIPUR(GRAMIN),JAIPUR(GRAMIN),2024-09-16,No,ok
Rajasthan,C91S22,JAISALMER,JAISALMER,2024-09-16,No,ok
Rajasthan,C91S22,JALOR,JALOR,2024-09-16,No,ok
Rajasthan,C91S22,JHALAWAR,JHALAWAR,2024-09-16,No,ok
Rajasthan,C91S22,JHUNJHUNUN,JHUNJHUNUN,2024-09-16,No,ok
Rajasthan,C91S22,JODHPUR,JODHPUR,2024-09-16,No,ok
Rajasthan,C91S22,JODHPUR GRAMIN,JODHPUR GRAMIN,2024-09-16,No,ok
Rajasthan,C91S22,KARAULI,KARAULI,2024-09-16,No,ok
Rajasthan,C91S22,KEKRI,KEKRI,2024-09-16,No,ok
Rajasthan,C91S22,KHAIRTHAL-TIJARA,KHAIRTHAL-TIJARA,2024-09-16,No,ok
Rajasthan,C91S22,KOTA,KOTA,2024-09-16,No,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2024-09-16,No,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2024-09-16,No,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2024-09-16,Yes,ok
Rajasthan,C91S22,PALI,PALI,2024-09-16,No,ok
Rajasthan,C91S22,PHALODI,PHALODI,2024-09-16,No,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2024-09-16,No,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2024-09-16,No,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2024-09-16,Yes,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2024-09-16,Yes,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2024-09-16,No,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2024-09-16,No,ok
Rajasthan,C91S22,SIKAR,SIKAR,2024-09-16,No,ok
Rajasthan,C91S22,SIROHI,SIROHI,2024-09-16,Yes,ok
Rajasthan,C91S22,TONK,TONK,2024-09-16,No,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2024-09-16,Yes,ok
Rajasthan,C91S22,Disputed,DISPUTED,2024-09-16,Yes,ok
Rajasthan,C91S22,AJMER,AJMER,2024-10-01,No,ok
Rajasthan,C91S22,ALWAR,ALWAR,2024-10-01,No,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2024-10-01,Yes,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2024-10-01,Yes,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2024-10-01,No,ok
Rajasthan,C91S22,BARAN,BARAN,2024-10-01,No,ok
Rajasthan,C91S22,BARMER,BARMER,2024-10-01,Yes,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2024-10-01,No,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2024-10-01,No,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2024-10-01,No,ok
Rajasthan,C91S22,BIKANER,BIKANER,2024-10-01,Yes,ok
Rajasthan,C91S22,BUNDI,BUNDI,2024-10-01,No,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2024-10-01,No,ok
Rajasthan,C91S22,CHURU,CHURU,2024-10-01,No,ok
Rajasthan,C91S22,DAUSA,DAUSA,2024-10-01,No,ok
Rajasthan,C91S22,DEEG,DEEG,2024-10-01,Yes,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2024-10-01,No,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2024-10-01,No,ok
Rajasthan,C91S22,DUDU,DUDU,2024-10-01,No,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2024-10-01,Yes,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2024-10-01,Yes,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2024-10-01,No,ok
Rajasthan,C91S22,HANUMANGARH,HANUMANGARH,2024-10-01,Yes,ok
Rajasthan,C91S22,JAIPUR,JAIPUR,2024-10-01,Yes,ok
Rajasthan,C91S22,JAIPUR(GRAMIN),JAIPUR(GRAMIN),2024-10-01,No,ok
Rajasthan,C91S22,JAISALMER,JAISALMER,2024-10-01,Yes,ok
Rajasthan,C91S22,JALOR,JALOR,2024-10-01,Yes,ok
Rajasthan,C91S22,JHALAWAR,JHALAWAR,2024-10-01,No,ok
Rajasthan,C91S22,JHUNJHUNUN,JHUNJHUNUN,2024-10-01,No,ok
Rajasthan,C91S22,JODHPUR,JODHPUR,2024-10-01,No,ok
Rajasthan,C91S22,JODHPUR GRAMIN,JODHPUR GRAMIN,2024-10-01,No,ok
Rajasthan,C91S22,KARAULI,KARAULI,2024-10-01,No,ok
Rajasthan,C91S22,KEKRI,KEKRI,2024-10-01,No,ok
Rajasthan,C91S22,KHAIRTHAL-TIJARA,KHAIRTHAL-TIJARA,2024-10-01,No,ok
Rajasthan,C91S22,KOTA,KOTA,2024-10-01,No,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2024-10-01,No,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2024-10-01,No,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2024-10-01,Yes,ok
Rajasthan,C91S22,PALI,PALI,2024-10-01,Yes,ok
Rajasthan,C91S22,PHALODI,PHALODI,2024-10-01,No,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2024-10-01,No,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2024-10-01,No,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2024-10-01,Yes,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2024-10-01,Yes,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2024-10-01,No,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2024-10-01,No,ok
Rajasthan,C91S22,SIKAR,SIKAR,2024-10-01,No,ok
Rajasthan,C91S22,SIROHI,SIROHI,2024-10-01,Yes,ok
Rajasthan,C91S22,TONK,TONK,2024-10-01,No,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2024-10-01,Yes,ok
Rajasthan,C91S22,Disputed,DISPUTED,2024-10-01,Yes,ok
Rajasthan,C91S22,AJMER,AJMER,2024-10-16,Yes,ok
Rajasthan,C91S22,ALWAR,ALWAR,2024-10-16,No,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2024-10-16,Yes,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2024-10-16,Yes,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2024-10-16,No,ok
Rajasthan,C91S22,BARAN,BARAN,2024-10-16,No,ok
Rajasthan,C91S22,BARMER,BARMER,2024-10-16,Yes,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2024-10-16,Yes,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2024-10-16,No,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2024-10-16,Yes,ok
Rajasthan,C91S22,BIKANER,BIKANER,2024-10-16,Yes,ok
Rajasthan,C91S22,BUNDI,BUNDI,2024-10-16,No,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2024-10-16,No,ok
Rajasthan,C91S22,CHURU,CHURU,2024-10-16,Yes,ok
Rajasthan,C91S22,DAUSA,DAUSA,2024-10-16,No,ok
Rajasthan,C91S22,DEEG,DEEG,2024-10-16,Yes,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2024-10-16,No,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2024-10-16,Yes,ok
Rajasthan,C91S22,DUDU,DUDU,2024-10-16,No,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2024-10-16,Yes,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2024-10-16,Yes,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2024-10-16,No,ok
Rajasthan,C91S22,HANUMANGARH,HANUMANGARH,2024-10-16,Yes,ok
Rajasthan,C91S22,JAIPUR,JAIPUR,2024-10-16,Yes,ok
Rajasthan,C91S22,JAIPUR(GRAMIN),JAIPUR(GRAMIN),2024-10-16,No,ok
Rajasthan,C91S22,JAISALMER,JAISALMER,2024-10-16,Yes,ok
Rajasthan,C91S22,JALOR,JALOR,2024-10-16,Yes,ok
Rajasthan,C91S22,JHALAWAR,JHALAWAR,2024-10-16,No,ok
Rajasthan,C91S22,JHUNJHUNUN,JHUNJHUNUN,2024-10-16,Yes,ok
Rajasthan,C91S22,JODHPUR,JODHPUR,2024-10-16,Yes,ok
Rajasthan,C91S22,JODHPUR GRAMIN,JODHPUR GRAMIN,2024-10-16,Yes,ok
Rajasthan,C91S22,KARAULI,KARAULI,2024-10-16,Yes,ok
Rajasthan,C91S22,KEKRI,KEKRI,2024-10-16,No,ok
Rajasthan,C91S22,KHAIRTHAL-TIJARA,KHAIRTHAL-TIJARA,2024-10-16,Yes,ok
Rajasthan,C91S22,KOTA,KOTA,2024-10-16,No,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2024-10-16,Yes,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2024-10-16,Yes,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2024-10-16,Yes,ok
Rajasthan,C91S22,PALI,PALI,2024-10-16,Yes,ok
Rajasthan,C91S22,PHALODI,PHALODI,2024-10-16,No,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2024-10-16,No,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2024-10-16,Yes,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2024-10-16,Yes,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2024-10-16,Yes,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2024-10-16,No,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2024-10-16,No,ok
Rajasthan,C91S22,SIKAR,SIKAR,2024-10-16,Yes,ok
Rajasthan,C91S22,SIROHI,SIROHI,2024-10-16,Yes,ok
Rajasthan,C91S22,TONK,TONK,2024-10-16,No,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2024-10-16,Yes,ok
Rajasthan,C91S22,Disputed,DISPUTED,2024-10-16,Yes,ok
Rajasthan,C91S22,AJMER,AJMER,2025-06-16,Yes,ok
Rajasthan,C91S22,ALWAR,ALWAR,2025-06-16,Yes,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2025-06-16,Yes,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2025-06-16,Yes,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2025-06-16,Yes,ok
Rajasthan,C91S22,BARAN,BARAN,2025-06-16,Yes,ok
Rajasthan,C91S22,BARMER,BARMER,2025-06-16,Yes,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2025-06-16,Yes,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2025-06-16,Yes,ok
Rajasthan,C91S22,BIKANER,BIKANER,2025-06-16,Yes,ok
Rajasthan,C91S22,BUNDI,BUNDI,2025-06-16,Yes,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2025-06-16,Yes,ok
Rajasthan,C91S22,CHURU,CHURU,2025-06-16,Yes,ok
Rajasthan,C91S22,DAUSA,DAUSA,2025-06-16,Yes,ok
Rajasthan,C91S22,DEEG,DEEG,2025-06-16,No,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2025-06-16,Yes,ok
Rajasthan,C91S22,DUDU,DUDU,2025-06-16,Yes,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2025-06-16,Yes,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2025-06-16,Yes,ok
Rajasthan,C91S22,HANUMANGARH,HANUMANGARH,2025-06-16,Yes,ok
Rajasthan,C91S22,JAIPUR,JAIPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,JAIPUR(GRAMIN),JAIPUR(GRAMIN),2025-06-16,Yes,ok
Rajasthan,C91S22,JAISALMER,JAISALMER,2025-06-16,Yes,ok
Rajasthan,C91S22,JALOR,JALOR,2025-06-16,Yes,ok
Rajasthan,C91S22,JHALAWAR,JHALAWAR,2025-06-16,Yes,ok
Rajasthan,C91S22,JHUNJHUNUN,JHUNJHUNUN,2025-06-16,Yes,ok
Rajasthan,C91S22,JODHPUR,JODHPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,JODHPUR GRAMIN,JODHPUR GRAMIN,2025-06-16,Yes,ok
Rajasthan,C91S22,KARAULI,KARAULI,2025-06-16,Yes,ok
Rajasthan,C91S22,KEKRI,KEKRI,2025-06-16,Yes,ok
Rajasthan,C91S22,KHAIRTHAL-TIJARA,KHAIRTHAL-TIJARA,2025-06-16,Yes,ok
Rajasthan,C91S22,KOTA,KOTA,2025-06-16,Yes,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2025-06-16,Yes,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2025-06-16,Yes,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2025-06-16,Yes,ok
Rajasthan,C91S22,PALI,PALI,2025-06-16,Yes,ok
Rajasthan,C91S22,PHALODI,PHALODI,2025-06-16,Yes,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2025-06-16,Yes,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2025-06-16,Yes,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2025-06-16,Yes,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2025-06-16,Yes,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2025-06-16,Yes,ok
Rajasthan,C91S22,SIKAR,SIKAR,2025-06-16,Yes,ok
Rajasthan,C91S22,SIROHI,SIROHI,2025-06-16,Yes,ok
Rajasthan,C91S22,TONK,TONK,2025-06-16,Yes,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2025-06-16,Yes,ok
Rajasthan,C91S22,Disputed,DISPUTED,2025-06-16,Yes,ok
Rajasthan,C91S22,AJMER,AJMER,2025-07-01,No,ok
Rajasthan,C91S22,ALWAR,ALWAR,2025-07-01,No,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2025-07-01,No,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2025-07-01,No,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2025-07-01,No,ok
Rajasthan,C91S22,BARAN,BARAN,2025-07-01,No,ok
Rajasthan,C91S22,BARMER,BARMER,2025-07-01,No,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2025-07-01,No,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2025-07-01,No,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2025-07-01,No,ok
Rajasthan,C91S22,BIKANER,BIKANER,2025-07-01,No,ok
Rajasthan,C91S22,BUNDI,BUNDI,2025-07-01,No,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2025-07-01,No,ok
Rajasthan,C91S22,CHURU,CHURU,2025-07-01,No,ok
Rajasthan,C91S22,DAUSA,DAUSA,2025-07-01,No,ok
Rajasthan,C91S22,DEEG,DEEG,2025-07-01,Yes,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2025-07-01,No,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2025-07-01,No,ok
Rajasthan,C91S22,DUDU,DUDU,2025-07-01,No,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2025-07-01,No,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2025-07-01,No,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2025-07-01,No,ok
Rajasthan,C91S22,HANUMANGARH,HANUMANGARH,2025-07-01,No,ok
Rajasthan,C91S22,JAIPUR,JAIPUR,2025-07-01,No,ok
Rajasthan,C91S22,JAIPUR(GRAMIN),JAIPUR(GRAMIN),2025-07-01,No,ok
Rajasthan,C91S22,JAISALMER,JAISALMER,2025-07-01,No,ok
Rajasthan,C91S22,JALOR,JALOR,2025-07-01,No,ok
Rajasthan,C91S22,JHALAWAR,JHALAWAR,2025-07-01,No,ok
Rajasthan,C91S22,JHUNJHUNUN,JHUNJHUNUN,2025-07-01,No,ok
Rajasthan,C91S22,JODHPUR,JODHPUR,2025-07-01,No,ok
Rajasthan,C91S22,JODHPUR GRAMIN,JODHPUR GRAMIN,2025-07-01,No,ok
Rajasthan,C91S22,KARAULI,KARAULI,2025-07-01,No,ok
Rajasthan,C91S22,KEKRI,KEKRI,2025-07-01,No,ok
Rajasthan,C91S22,KHAIRTHAL-TIJARA,KHAIRTHAL-TIJARA,2025-07-01,No,ok
Rajasthan,C91S22,KOTA,KOTA,2025-07-01,No,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2025-07-01,No,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2025-07-01,No,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2025-07-01,No,ok
Rajasthan,C91S22,PALI,PALI,2025-07-01,No,ok
Rajasthan,C91S22,PHALODI,PHALODI,2025-07-01,No,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2025-07-01,No,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2025-07-01,No,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2025-07-01,No,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2025-07-01,No,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2025-07-01,No,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2025-07-01,No,ok
Rajasthan,C91S22,SIKAR,SIKAR,2025-07-01,No,ok
Rajasthan,C91S22,SIROHI,SIROHI,2025-07-01,No,ok
Rajasthan,C91S22,TONK,TONK,2025-07-01,No,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2025-07-01,No,ok
Rajasthan,C91S22,Disputed,DISPUTED,2025-07-01,No,ok
Rajasthan,C91S22,AJMER,AJMER,2025-07-16,No,ok
Rajasthan,C91S22,ALWAR,ALWAR,2025-07-16,No,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2025-07-16,No,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2025-07-16,No,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2025-07-16,No,ok
Rajasthan,C91S22,BARAN,BARAN,2025-07-16,No,ok
Rajasthan,C91S22,BARMER,BARMER,2025-07-16,No,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2025-07-16,No,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2025-07-16,No,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2025-07-16,No,ok
Rajasthan,C91S22,BIKANER,BIKANER,2025-07-16,No,ok
Rajasthan,C91S22,BUNDI,BUNDI,2025-07-16,No,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2025-07-16,No,ok
Rajasthan,C91S22,CHURU,CHURU,2025-07-16,No,ok
Rajasthan,C91S22,DAUSA,DAUSA,2025-07-16,No,ok
Rajasthan,C91S22,DEEG,DEEG,2025-07-16,No,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2025-07-16,No,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2025-07-16,No,ok
Rajasthan,C91S22,DUDU,DUDU,2025-07-16,No,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2025-07-16,No,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2025-07-16,No,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2025-07-16,No,ok
Rajasthan,C91S22,HANUMANGARH,HANUMANGARH,2025-07-16,No,ok
Rajasthan,C91S22,JAIPUR,JAIPUR,2025-07-16,No,ok
Rajasthan,C91S22,JAIPUR(GRAMIN),JAIPUR(GRAMIN),2025-07-16,No,ok
Rajasthan,C91S22,JAISALMER,JAISALMER,2025-07-16,No,ok
Rajasthan,C91S22,JALOR,JALOR,2025-07-16,No,ok
Rajasthan,C91S22,JHALAWAR,JHALAWAR,2025-07-16,No,ok
Rajasthan,C91S22,JHUNJHUNUN,JHUNJHUNUN,2025-07-16,No,ok
Rajasthan,C91S22,JODHPUR,JODHPUR,2025-07-16,No,ok
Rajasthan,C91S22,JODHPUR GRAMIN,JODHPUR GRAMIN,2025-07-16,No,ok
Rajasthan,C91S22,KARAULI,KARAULI,2025-07-16,No,ok
Rajasthan,C91S22,KEKRI,KEKRI,2025-07-16,No,ok
Rajasthan,C91S22,KHAIRTHAL-TIJARA,KHAIRTHAL-TIJARA,2025-07-16,No,ok
Rajasthan,C91S22,KOTA,KOTA,2025-07-16,No,ok
Rajasthan,C91S22,KOTPUTLI-BEHROR,KOTPUTLI-BEHROR,2025-07-16,No,ok
Rajasthan,C91S22,NAGAUR,NAGAUR,2025-07-16,No,ok
Rajasthan,C91S22,NEEM-KA-THANA,NEEM-KA-THANA,2025-07-16,No,ok
Rajasthan,C91S22,PALI,PALI,2025-07-16,No,ok
Rajasthan,C91S22,PHALODI,PHALODI,2025-07-16,No,ok
Rajasthan,C91S22,PRATAPGARH,PRATAPGARH,2025-07-16,No,ok
Rajasthan,C91S22,RAJSAMAND,RAJSAMAND,2025-07-16,No,ok
Rajasthan,C91S22,SALUMBAR,SALUMBAR,2025-07-16,No,ok
Rajasthan,C91S22,SANCHORE,SANCHORE,2025-07-16,No,ok
Rajasthan,C91S22,SAWAI MADHOPUR,SAWAI MADHOPUR,2025-07-16,No,ok
Rajasthan,C91S22,SHAHPURA,SHAHPURA,2025-07-16,No,ok
Rajasthan,C91S22,SIKAR,SIKAR,2025-07-16,No,ok
Rajasthan,C91S22,SIROHI,SIROHI,2025-07-16,No,ok
Rajasthan,C91S22,TONK,TONK,2025-07-16,No,ok
Rajasthan,C91S22,UDAIPUR,UDAIPUR,2025-07-16,No,ok
Rajasthan,C91S22,Disputed,DISPUTED,2025-07-16,No,ok
Rajasthan,C91S22,AJMER,AJMER,2025-08-01,No,ok
Rajasthan,C91S22,ALWAR,ALWAR,2025-08-01,No,ok
Rajasthan,C91S22,ANOOPGARH,ANOOPGARH,2025-08-01,No,ok
Rajasthan,C91S22,BALOTRA,BALOTRA,2025-08-01,No,ok
Rajasthan,C91S22,BANSWARA,BANSWARA,2025-08-01,No,ok
Rajasthan,C91S22,BARAN,BARAN,2025-08-01,No,ok
Rajasthan,C91S22,BARMER,BARMER,2025-08-01,No,ok
Rajasthan,C91S22,BEAWAR,BEAWAR,2025-08-01,No,ok
Rajasthan,C91S22,BHARATPUR,BHARATPUR,2025-08-01,No,ok
Rajasthan,C91S22,BHILWARA,BHILWARA,2025-08-01,No,ok
Rajasthan,C91S22,BIKANER,BIKANER,2025-08-01,No,ok
Rajasthan,C91S22,BUNDI,BUNDI,2025-08-01,No,ok
Rajasthan,C91S22,CHITTAURGARH,CHITTAURGARH,2025-08-01,No,ok
Rajasthan,C91S22,CHURU,CHURU,2025-08-01,No,ok
Rajasthan,C91S22,DAUSA,DAUSA,2025-08-01,No,ok
Rajasthan,C91S22,DEEG,DEEG,2025-08-01,No,ok
Rajasthan,C91S22,DHAULPUR,DHAULPUR,2025-08-01,No,ok
Rajasthan,C91S22,DIDWANA-KUCHAMAN,DIDWANA-KUCHAMAN,2025-08-01,No,ok
Rajasthan,C91S22,DUDU,DUDU,2025-08-01,No,ok
Rajasthan,C91S22,DUNGARPUR,DUNGARPUR,2025-08-01,No,ok
Rajasthan,C91S22,GANGANAGAR,GANGANAGAR,2025-08-01,No,ok
Rajasthan,C91S22,GANGAPURCITY,GANGAPURCITY,2025-08-01,No,ok
